DateTime,Temperature,Cload_Cover,Global_radiation_horizontal,Diffuse_radiation_horizontal,Global_radiation_tilted_plane,Diffuse_radiation_tilted_plane,Solar_azimuth,Height_of_sun,Predicted Electricity Generated
7/30/2018 8:00,18.646,0,43,17,11,11,117.4,8.6,20168.17188
7/30/2018 9:00,18.646,0,228,49,58,37,127.1,19.5,44301.39453
7/30/2018 10:00,18.646,0,429,69,153,54,138.5,29,56953.78125
7/30/2018 11:00,21.51999,0,590,80,243,71,153.2,36.2,66015.83594
7/30/2018 12:00,21.51999,0,692,85,295,76,170.4,40.2,69497.07813
7/30/2018 13:00,21.51999,0,727,86,309,78,170.4,40.2,68055.82813
7/30/2018 14:00,19.974,12,693,85,281,77,153.2,36.2,59132.40234
7/30/2018 15:00,19.974,12,592,80,212,72,138.5,28.9,42508.36328
7/30/2018 16:00,19.974,12,432,69,102,60,127.1,19.5,30055.39844
7/30/2018 17:00,11.979,12,232,49,42,42,117.4,8.6,3782.776123
7/30/2018 18:00,11.979,12,45,17,15,15,109.5,0,3565.998291
7/31/2018 8:00,18.92999,0,45,17,11,11,117.3,8.7,20486.48242
7/31/2018 9:00,18.92999,0,234,47,59,36,126.6,19.7,44388.85938
7/31/2018 10:00,18.92999,0,436,65,156,52,138.4,29.2,58814.67969
7/31/2018 11:00,22.06799,0,598,76,247,68,153.1,36.4,70095.55469
7/31/2018 12:00,22.06799,0,700,80,299,73,170.4,40.5,71361.09375
7/31/2018 13:00,22.06799,0,735,82,313,74,170.4,40.4,70793.71094
7/31/2018 14:00,19.12201,8,701,80,285,73,153.1,36.4,59306.0625
7/31/2018 15:00,19.12201,8,599,76,215,69,138.4,29.1,49075.66797
7/31/2018 16:00,19.12201,8,439,66,105,58,126.6,19.6,29624.67578
7/31/2018 17:00,11.93701,12,237,47,41,41,117.3,8.7,3782.776123
7/31/2018 18:00,11.93701,12,47,17,15,15,109.4,0,3565.998291
8/1/2018 8:00,16.80899,0,47,17,11,11,117.2,8.9,21282.59961
8/1/2018 9:00,16.80899,0,238,47,62,36,126.5,19.8,45909.92188
8/1/2018 10:00,16.80899,0,441,65,166,58,138.3,29.4,61937.66406
8/1/2018 11:00,20.267,0,603,75,251,68,153.1,36.7,68503.35938
8/1/2018 12:00,20.267,0,705,79,304,72,170.4,40.7,70438.60938
8/1/2018 13:00,20.267,0,741,81,318,74,170.3,40.7,70968.22656
8/1/2018 14:00,17.573,0,706,79,290,73,153,36.6,61578.69141
8/1/2018 15:00,17.573,0,604,75,220,68,138.2,29.3,51879.64844
8/1/2018 16:00,17.573,0,443,65,109,57,126.4,19.8,32986.88281
8/1/2018 17:00,9.710999,8,241,47,41,41,117.2,8.8,3858.122314
8/1/2018 18:00,9.710999,8,49,17,15,15,109.2,0,3717.950195
8/2/2018 8:00,18.341,0,48,18,13,13,117.1,9.1,25411.42969
8/2/2018 9:00,18.341,0,237,51,67,39,126.4,20,46109.26172
8/2/2018 10:00,18.341,0,439,71,165,57,138.2,29.6,60581.8125
8/2/2018 11:00,22.43399,0,601,82,256,74,152.6,36.9,70843.90625
8/2/2018 12:00,22.43399,0,703,87,309,78,170.4,40.9,72136.75
8/2/2018 13:00,22.43399,0,738,88,323,80,170.3,40.9,72080.47656
8/2/2018 14:00,21.401,0,704,87,296,79,152.5,36.9,62574.89844
8/2/2018 15:00,21.401,0,602,82,226,74,138.1,29.5,49597.41406
8/2/2018 16:00,21.401,0,441,71,117,62,126.3,20,31768.58594
8/2/2018 17:00,12.04001,0,240,51,44,44,117.1,9,5667.220703
8/2/2018 18:00,12.04001,0,49,19,16,16,109.1,0,5090.638184
8/3/2018 8:00,20.04999,92,50,18,12,12,116.6,9.2,15531.48828
8/3/2018 9:00,20.04999,92,245,47,68,36,126.2,20.2,29853.17578
8/3/2018 10:00,20.04999,92,449,65,174,59,138.1,29.8,34646.33594
8/3/2018 11:00,24.22198,80,611,75,260,68,152.5,37.1,54601.20703
8/3/2018 12:00,24.22198,80,714,79,314,73,170.3,41.2,51617.14453
8/3/2018 13:00,24.22198,80,750,81,328,74,170.2,41.2,53611.98047
8/3/2018 14:00,22.37,92,715,79,300,73,152.4,37.1,40706.29688
8/3/2018 15:00,22.37,92,613,75,230,69,138,29.7,23273.37109
8/3/2018 16:00,22.37,92,451,65,119,58,126.2,20.1,24259.03711
8/3/2018 17:00,20.19,80,247,47,41,41,116.5,9.1,7468.150391
8/3/2018 18:00,20.19,80,52,18,16,16,108.6,0,2577.97583
8/4/2018 8:00,19.948,92,52,18,12,12,116.4,9.4,15289.86621
8/4/2018 9:00,19.948,92,248,49,71,38,126.1,20.4,29150.10938
8/4/2018 10:00,19.948,92,452,67,179,61,137.6,30,32994.66406
8/4/2018 11:00,19.70599,64,614,77,265,70,152.4,37.4,52085.9375
8/4/2018 12:00,19.70599,64,717,81,319,74,170.3,41.5,57721.60938
8/4/2018 13:00,19.70599,64,753,83,333,76,170.2,41.4,52758.99219
8/4/2018 14:00,17.80499,0,718,81,305,75,152.3,37.3,62231.79688
8/4/2018 15:00,17.80499,0,615,77,235,70,137.5,29.9,48471.04688
8/4/2018 16:00,17.80499,0,453,67,124,60,126.1,20.3,31635.85742
8/4/2018 17:00,11.48401,0,249,49,42,42,116.4,9.3,8798.605469
8/4/2018 18:00,11.48401,0,53,19,17,17,108.4,0,4799.950684
8/5/2018 8:00,18.83899,0,54,19,13,13,116.3,9.6,24194.67383
8/5/2018 9:00,18.83899,0,250,50,75,39,126,20.6,43377.72656
8/5/2018 10:00,18.83899,0,454,69,177,56,137.5,30.2,50674.17188
8/5/2018 11:00,19.11801,0,617,79,270,72,152.4,37.6,65694.44531
8/5/2018 12:00,19.11801,0,720,84,324,76,170.3,41.7,72664.71094
8/5/2018 13:00,19.11801,0,755,85,338,78,170.2,41.7,67462.20313
8/5/2018 14:00,15.435,0,720,84,311,77,152.2,37.5,63712.00391
8/5/2018 15:00,15.435,0,617,79,241,72,137.4,30.1,53608.48828
8/5/2018 16:00,15.435,0,455,69,130,61,125.5,20.5,32385.52734
8/5/2018 17:00,9.299011,0,251,50,43,43,116.3,9.4,10282.57422
8/5/2018 18:00,9.299011,0,54,19,17,17,108.3,0,4698.454102
