,Date_Time,Global_radiation_horizontal,Diffuse_radiation_horizontal,Global_radiation_tilted_plane,Diffuse_radiation_tilted_plane,Solar_azimuth,Height_of_sun
1787,3/16/2016 12:00,1009,97,683,96,163,60.3
1788,3/16/2016 13:00,1051,97,711,96,166.1,60.7
1789,3/16/2016 14:00,1018,97,692,97,140.1,54.8
1790,3/16/2016 15:00,911,95,627,98,122.2,45.1
1791,3/16/2016 16:00,737,90,518,94,109.6,33.5
1792,3/16/2016 17:00,509,77,372,81,100.3,21
1793,3/16/2016 18:00,252,53,205,56,92.3,8.2
1794,3/16/2016 19:00,38,15,68,16,84.5,0
1795,3/16/2016 20:00,0,0,0,0,76.5,0
1796,3/16/2016 21:00,0,0,0,0,67.2,0
1797,3/16/2016 22:00,0,0,0,0,55.2,0
1798,3/16/2016 23:00,0,0,0,0,38.3,0
1799,3/16/2016 0:00,0,0,0,0,15.1,0
1800,3/17/2016 1:00,0,0,0,0,12.3,0
1801,3/17/2016 2:00,0,0,0,0,36.4,0
1802,3/17/2016 3:00,0,0,0,0,54.1,0
1803,3/17/2016 4:00,0,0,0,0,66.4,0
1804,3/17/2016 5:00,0,0,0,0,76.1,0
1805,3/17/2016 6:00,0,0,0,0,84.2,0
1806,3/17/2016 7:00,24,10,21,10,92,6.6
1807,3/17/2016 8:00,221,45,163,46,100,19.5
1808,3/17/2016 9:00,480,68,339,71,109.2,32
1809,3/17/2016 10:00,714,80,491,82,121.1,43.6
1810,3/17/2016 11:00,896,86,606,87,138.2,53.6
1811,3/17/2016 12:00,1013,87,679,88,163.2,60
1812,3/17/2016 13:00,1055,88,707,88,166.2,60.3
1813,3/17/2016 14:00,1022,88,688,89,140.3,54.4
1814,3/17/2016 15:00,914,86,622,89,122.4,44.7
1815,3/17/2016 16:00,738,81,512,86,110.2,33.2
1816,3/17/2016 17:00,509,70,366,74,100.5,20.7
1817,3/17/2016 18:00,251,48,199,51,92.5,7.9
1818,3/17/2016 19:00,37,14,69,14,85.1,0
1819,3/17/2016 20:00,0,0,0,0,77.1,0
1820,3/17/2016 21:00,0,0,0,0,67.4,0
1821,3/17/2016 22:00,0,0,0,0,55.4,0
1822,3/17/2016 23:00,0,0,0,0,38.4,0
1823,3/17/2016 0:00,0,0,0,0,15.1,0
1824,3/18/2016 1:00,0,0,0,0,12.5,0
1825,3/18/2016 2:00,0,0,0,0,37.1,0
1826,3/18/2016 3:00,0,0,0,0,54.4,0
1827,3/18/2016 4:00,0,0,0,0,67,0
1828,3/18/2016 5:00,0,0,0,0,76.4,0
1829,3/18/2016 6:00,0,0,0,0,84.5,0
1830,3/18/2016 7:00,23,10,19,10,92.3,6.5
1831,3/18/2016 8:00,216,47,158,47,100.3,19.3
1832,3/18/2016 9:00,473,71,329,70,109.4,31.8
1833,3/18/2016 10:00,706,85,483,86,121.4,43.4
1834,3/18/2016 11:00,888,91,598,91,138.5,53.3
1835,3/18/2016 12:00,1004,92,671,92,163.4,59.6
1836,3/18/2016 13:00,1046,93,698,92,166.2,59.9
1837,3/18/2016 14:00,1012,92,678,93,140.4,54.1
1838,3/18/2016 15:00,904,91,612,93,122.6,44.4
1839,3/18/2016 16:00,729,86,503,89,110.4,32.9
1840,3/18/2016 17:00,500,73,356,77,101.1,20.5
1841,3/18/2016 18:00,243,50,188,52,93.1,7.7
1842,3/18/2016 19:00,34,13,67,14,85.3,0
1843,3/18/2016 20:00,0,0,0,0,77.2,0
1844,3/18/2016 21:00,0,0,0,0,67.6,0
1845,3/18/2016 22:00,0,0,0,0,55.5,0
1846,3/18/2016 23:00,0,0,0,0,38.6,0
1847,3/18/2016 0:00,0,0,0,0,15.1,0
1848,3/19/2016 1:00,0,0,0,0,13,0
1849,3/19/2016 2:00,0,0,0,0,37.3,0
1850,3/19/2016 3:00,0,0,0,0,55,0
1851,3/19/2016 4:00,0,0,0,0,67.3,0
1852,3/19/2016 5:00,0,0,0,0,77,0
1853,3/19/2016 6:00,0,0,0,0,85.1,0
1854,3/19/2016 7:00,22,9,19,9,92.5,6.4
1855,3/19/2016 8:00,214,45,154,45,100.5,19.2
1856,3/19/2016 9:00,471,69,328,71,110.1,31.6
1857,3/19/2016 10:00,705,82,478,83,122.1,43.2
1858,3/19/2016 11:00,886,88,593,88,139.2,53
1859,3/19/2016 12:00,1001,90,665,89,164,59.3
1860,3/19/2016 13:00,1043,90,692,90,166.2,59.5
1861,3/19/2016 14:00,1009,90,672,91,140.6,53.7
1862,3/19/2016 15:00,900,88,605,91,123.2,44.1
1863,3/19/2016 16:00,725,83,495,87,110.6,32.6
1864,3/19/2016 17:00,496,71,348,74,101.3,20.2
1865,3/19/2016 18:00,238,48,179,50,93.3,7.4
1866,3/19/2016 19:00,32,12,69,13,85.5,0
1867,3/19/2016 20:00,0,0,0,0,77.4,0
1868,3/19/2016 21:00,0,0,0,0,68.2,0
1869,3/19/2016 22:00,0,0,0,0,56.1,0
1870,3/19/2016 23:00,0,0,0,0,39.1,0
1871,3/19/2016 0:00,0,0,0,0,15.2,0
1872,3/20/2016 1:00,0,0,0,0,13.2,0
1873,3/20/2016 2:00,0,0,0,0,38,0
1874,3/20/2016 3:00,0,0,0,0,55.3,0
1875,3/20/2016 4:00,0,0,0,0,67.5,0
1876,3/20/2016 5:00,0,0,0,0,77.2,0
1877,3/20/2016 6:00,0,0,0,0,85.3,0
1878,3/20/2016 7:00,21,9,18,9,93.1,6.2
1879,3/20/2016 8:00,210,46,150,45,101.1,19
1880,3/20/2016 9:00,467,70,319,68,110.3,31.4
1881,3/20/2016 10:00,699,84,471,84,122.4,43
1882,3/20/2016 11:00,880,90,585,89,139.4,52.7
1883,3/20/2016 12:00,995,91,657,90,164.2,58.9
1884,3/20/2016 13:00,1036,92,684,91,166.2,59.1
1885,3/20/2016 14:00,1002,91,663,92,141.1,53.3
1886,3/20/2016 15:00,893,90,597,92,123.4,43.7
1887,3/20/2016 16:00,717,84,486,88,111.2,32.3
1888,3/20/2016 17:00,488,71,339,75,101.5,19.9
1889,3/20/2016 18:00,232,48,170,49,93.4,7.1
1890,3/20/2016 19:00,29,12,73,12,86,0
1891,3/20/2016 20:00,0,0,0,0,78,0
1892,3/20/2016 21:00,0,0,0,0,68.4,0
1893,3/20/2016 22:00,0,0,0,0,56.3,0
1894,3/20/2016 23:00,0,0,0,0,39.3,0
1895,3/20/2016 0:00,0,0,0,0,15.2,0
1896,3/21/2016 1:00,0,0,0,0,13.4,0
1897,3/21/2016 2:00,0,0,0,0,38.3,0
1898,3/21/2016 3:00,0,0,0,0,55.6,0
1899,3/21/2016 4:00,0,0,0,0,68.2,0
1900,3/21/2016 5:00,0,0,0,0,77.5,0
1901,3/21/2016 6:00,0,0,0,0,85.5,0
1902,3/21/2016 7:00,20,9,17,9,93.3,6.1
1903,3/21/2016 8:00,209,44,146,44,101.4,18.9
1904,3/21/2016 9:00,466,67,318,69,110.6,31.3
1905,3/21/2016 10:00,698,80,466,81,123.1,42.8
1906,3/21/2016 11:00,879,86,580,86,140.1,52.5
1907,3/21/2016 12:00,993,88,651,87,164.4,58.5
1908,3/21/2016 13:00,1035,88,678,88,166.2,58.7
1909,3/21/2016 14:00,999,88,657,89,141.3,53
1910,3/21/2016 15:00,890,86,589,89,123.6,43.4
1911,3/21/2016 16:00,714,81,479,84,111.4,32
1912,3/21/2016 17:00,485,68,331,72,102.1,19.6
1913,3/21/2016 18:00,228,46,161,47,94,6.9
1914,3/21/2016 19:00,27,11,91,11,86.2,0
1915,3/21/2016 20:00,0,0,0,0,78.2,0
1916,3/21/2016 21:00,0,0,0,0,68.6,0
1917,3/21/2016 22:00,0,0,0,0,56.5,0
1918,3/21/2016 23:00,0,0,0,0,39.4,0
1919,3/21/2016 0:00,0,0,0,0,15.2,0
1920,3/22/2016 1:00,0,0,0,0,13.6,0
1921,3/22/2016 2:00,0,0,0,0,38.6,0
1922,3/22/2016 3:00,0,0,0,0,56.3,0
1923,3/22/2016 4:00,0,0,0,0,68.4,0
1924,3/22/2016 5:00,0,0,0,0,78.1,0
1925,3/22/2016 6:00,0,0,0,0,86.2,0
1926,3/22/2016 7:00,19,8,16,8,93.6,5.9
1927,3/22/2016 8:00,205,44,142,44,102,18.7
1928,3/22/2016 9:00,461,68,312,70,111.2,31.1
1929,3/22/2016 10:00,693,82,460,82,123.3,42.6
1930,3/22/2016 11:00,873,88,573,87,140.4,52.2
1931,3/22/2016 12:00,987,89,644,88,164.6,58.2
1932,3/22/2016 13:00,1028,90,670,89,166.2,58.3
1933,3/22/2016 14:00,992,89,648,90,141.4,52.6
1934,3/22/2016 15:00,883,88,581,90,124.2,43.1
1935,3/22/2016 16:00,707,82,470,85,111.6,31.7
1936,3/22/2016 17:00,478,69,322,72,102.3,19.4
1937,3/22/2016 18:00,222,46,151,46,94.2,6.6
1938,3/22/2016 19:00,25,10,182,10,86.4,0
1939,3/22/2016 20:00,0,0,0,0,78.4,0
1940,3/22/2016 21:00,0,0,0,0,69.2,0
1941,3/22/2016 22:00,0,0,0,0,57.1,0
1942,3/22/2016 23:00,0,0,0,0,39.6,0
1943,3/22/2016 0:00,0,0,0,0,15.2,0
1944,3/23/2016 1:00,0,0,0,0,14.2,0
1945,3/23/2016 2:00,0,0,0,0,39.2,0
1946,3/23/2016 3:00,0,0,0,0,56.5,0
1947,3/23/2016 4:00,0,0,0,0,69.1,0
1948,3/23/2016 5:00,0,0,0,0,78.4,0
1949,3/23/2016 6:00,0,0,0,0,86.4,0
1950,3/23/2016 7:00,19,8,16,8,94.2,5.8
1951,3/23/2016 8:00,207,39,140,39,102.2,18.6
1952,3/23/2016 9:00,465,60,309,62,111.5,30.9
1953,3/23/2016 10:00,698,72,457,74,124,42.3
1954,3/23/2016 11:00,878,77,570,78,141.1,51.9
1955,3/23/2016 12:00,992,78,641,79,165.2,57.8
1956,3/23/2016 13:00,1033,79,666,80,166.2,57.9
1957,3/23/2016 14:00,997,79,644,81,141.6,52.2
1958,3/23/2016 15:00,887,77,576,80,124.3,42.8
1959,3/23/2016 16:00,709,72,464,76,112.1,31.4
1960,3/23/2016 17:00,479,61,316,64,102.4,19.1
1961,3/23/2016 18:00,221,41,176,44,94.4,6.3
1962,3/23/2016 19:00,24,9,8,8,86.6,0
1963,3/23/2016 20:00,0,0,0,0,78.6,0
1964,3/23/2016 21:00,0,0,0,0,69.4,0
1965,3/23/2016 22:00,0,0,0,0,57.3,0
1966,3/23/2016 23:00,0,0,0,0,40.1,0
1967,3/23/2016 0:00,0,0,0,0,15.2,0
1968,3/24/2016 1:00,0,0,0,0,14.3,0
1969,3/24/2016 2:00,0,0,0,0,39.5,0
1970,3/24/2016 3:00,0,0,0,0,57.2,0
1971,3/24/2016 4:00,0,0,0,0,69.4,0
1972,3/24/2016 5:00,0,0,0,0,79,0
1973,3/24/2016 6:00,0,0,0,0,87,0
1974,3/24/2016 7:00,17,8,14,8,94.4,5.7
1975,3/24/2016 8:00,198,45,134,44,102.5,18.4
1976,3/24/2016 9:00,452,70,297,67,112.2,30.7
1977,3/24/2016 10:00,683,84,447,84,124.3,42.1
1978,3/24/2016 11:00,862,90,559,89,141.3,51.6
1979,3/24/2016 12:00,975,92,629,91,165.3,57.4
1980,3/24/2016 13:00,1015,93,654,91,166.2,57.5
1981,3/24/2016 14:00,978,92,632,92,142.1,51.8
1982,3/24/2016 15:00,869,90,564,92,124.5,42.4
1983,3/24/2016 16:00,692,84,452,86,112.3,31.1
1984,3/24/2016 17:00,463,70,304,73,103,18.8
1985,3/24/2016 18:00,209,46,164,48,94.6,6
1986,3/24/2016 19:00,21,9,9,9,87.2,0
1987,3/24/2016 20:00,0,0,0,0,79.1,0
1988,3/24/2016 21:00,0,0,0,0,69.5,0
1989,3/24/2016 22:00,0,0,0,0,57.5,0
1990,3/24/2016 23:00,0,0,0,0,40.3,0
1991,3/24/2016 0:00,0,0,0,0,15.2,0
1992,3/25/2016 1:00,0,0,0,0,14.5,0
1993,3/25/2016 2:00,0,0,0,0,40.2,0
1994,3/25/2016 3:00,0,0,0,0,57.5,0
1995,3/25/2016 4:00,0,0,0,0,70,0
1996,3/25/2016 5:00,0,0,0,0,79.2,0
1997,3/25/2016 6:00,0,0,0,0,87.3,0
1998,3/25/2016 7:00,17,7,14,7,95.1,5.5
1999,3/25/2016 8:00,199,41,131,40,103.1,18.3
2000,3/25/2016 9:00,454,64,297,65,112.4,30.6
2001,3/25/2016 10:00,685,76,443,77,124.5,41.9
2002,3/25/2016 11:00,864,82,555,82,142,51.3
2003,3/25/2016 12:00,978,84,625,83,165.5,57
2004,3/25/2016 13:00,1017,84,649,84,166.2,57.1
2005,3/25/2016 14:00,980,84,627,85,142.2,51.4
2006,3/25/2016 15:00,870,82,558,84,125.1,42.1
2007,3/25/2016 16:00,693,77,446,80,112.5,30.8
2008,3/25/2016 17:00,463,64,297,67,103.2,18.5
2009,3/25/2016 18:00,208,42,159,44,95.1,5.8
2010,3/25/2016 19:00,20,8,8,8,87.3,0
2011,3/25/2016 20:00,0,0,0,0,79.3,0
2012,3/25/2016 21:00,0,0,0,0,70.1,0
2013,3/25/2016 22:00,0,0,0,0,58.1,0
2014,3/25/2016 23:00,0,0,0,0,40.5,0
2015,3/25/2016 0:00,0,0,0,0,15.3,0
2016,3/26/2016 1:00,0,0,0,0,15.1,0
2017,3/26/2016 2:00,0,0,0,0,40.5,0
2018,3/26/2016 3:00,0,0,0,0,58.2,0
2019,3/26/2016 4:00,0,0,0,0,70.3,0
2020,3/26/2016 5:00,0,0,0,0,79.5,0
2021,3/26/2016 6:00,0,0,0,0,87.5,0
2022,3/26/2016 7:00,16,7,13,7,95.3,5.4
2023,3/26/2016 8:00,193,43,126,42,103.4,18.1
2024,3/26/2016 9:00,446,68,287,65,113.1,30.4
2025,3/26/2016 10:00,676,82,436,82,125.2,41.7
2026,3/26/2016 11:00,854,88,547,87,142.3,51
2027,3/26/2016 12:00,967,90,616,89,166.1,56.7
2028,3/26/2016 13:00,1006,91,639,89,166.2,56.7
2029,3/26/2016 14:00,969,90,617,90,142.4,51.1
2030,3/26/2016 15:00,858,88,548,89,125.3,41.7
2031,3/26/2016 16:00,681,82,436,84,113.1,30.5
2032,3/26/2016 17:00,452,68,287,70,103.4,18.2
2033,3/26/2016 18:00,199,44,151,45,95.3,5.5
2034,3/26/2016 19:00,17,8,7,7,87.5,0
2035,3/26/2016 20:00,0,0,0,0,79.5,0
2036,3/26/2016 21:00,0,0,0,0,70.3,0
2037,3/26/2016 22:00,0,0,0,0,58.3,0
2038,3/26/2016 23:00,0,0,0,0,41,0
2039,3/26/2016 0:00,0,0,0,0,15.3,0
2040,3/27/2016 1:00,0,0,0,0,15.3,0
2041,3/27/2016 2:00,0,0,0,0,41.2,0
2042,3/27/2016 3:00,0,0,0,0,58.5,0
2043,3/27/2016 4:00,0,0,0,0,70.5,0
2044,3/27/2016 5:00,0,0,0,0,80.1,0
2045,3/27/2016 6:00,0,0,0,0,88.1,0
2046,3/27/2016 7:00,15,7,12,7,95.5,5.3
2047,3/27/2016 8:00,188,45,121,42,103.6,18
2048,3/27/2016 9:00,439,72,281,68,113.3,30.2
2049,3/27/2016 10:00,667,87,429,86,125.5,41.4
2050,3/27/2016 11:00,845,94,538,92,142.5,50.7
2051,3/27/2016 12:00,957,96,607,93,166.3,56.3
2052,3/27/2016 13:00,995,97,630,94,166.2,56.3
2053,3/27/2016 14:00,958,96,607,95,142.5,50.7
2054,3/27/2016 15:00,847,94,538,94,125.5,41.4
2055,3/27/2016 16:00,670,87,426,88,113.3,30.2
2056,3/27/2016 17:00,442,72,278,73,103.6,18
2057,3/27/2016 18:00,191,46,143,47,95.5,5.2
2058,3/27/2016 19:00,16,8,7,7,88.1,0
2059,3/27/2016 20:00,0,0,0,0,80.1,0
2060,3/27/2016 21:00,0,0,0,0,70.5,0
2061,3/27/2016 22:00,0,0,0,0,58.5,0
2062,3/27/2016 23:00,0,0,0,0,41.2,0
2063,3/27/2016 0:00,0,0,0,0,15.3,0
2064,3/28/2016 1:00,0,0,0,0,15.6,0
2065,3/28/2016 2:00,0,0,0,0,41.5,0
2066,3/28/2016 3:00,0,0,0,0,59.2,0
2067,3/28/2016 4:00,0,0,0,0,71.2,0
2068,3/28/2016 5:00,0,0,0,0,80.4,0
2069,3/28/2016 6:00,0,0,0,0,88.3,0
2070,3/28/2016 7:00,14,7,11,7,96.1,5.1
2071,3/28/2016 8:00,186,44,117,40,104.2,17.8
2072,3/28/2016 9:00,437,70,276,66,113.6,30
2073,3/28/2016 10:00,665,84,423,84,126.1,41.2
2074,3/28/2016 11:00,842,91,533,89,143.2,50.4
2075,3/28/2016 12:00,954,93,601,91,166.4,55.9
2076,3/28/2016 13:00,992,94,624,92,166.2,55.9
2077,3/28/2016 14:00,954,93,600,92,143,50.3
2078,3/28/2016 15:00,843,91,531,91,126,41.1
2079,3/28/2016 16:00,666,84,418,86,113.5,29.9
2080,3/28/2016 17:00,438,70,269,70,104.2,17.7
2081,3/28/2016 18:00,187,44,137,45,96.1,5
2082,3/28/2016 19:00,14,7,7,7,88.3,0
2083,3/28/2016 20:00,0,0,0,0,80.3,0
2084,3/28/2016 21:00,0,0,0,0,71.1,0
2085,3/28/2016 22:00,0,0,0,0,59.1,0
2086,3/28/2016 23:00,0,0,0,0,41.3,0
2087,3/28/2016 0:00,0,0,0,0,15.3,0
2088,3/29/2016 1:00,0,0,0,0,16.2,0
2089,3/29/2016 2:00,0,0,0,0,42.2,0
2090,3/29/2016 3:00,0,0,0,0,59.5,0
2091,3/29/2016 4:00,0,0,0,0,71.5,0
2092,3/29/2016 5:00,0,0,0,0,80.6,0
2093,3/29/2016 6:00,0,0,0,0,88.6,0
2094,3/29/2016 7:00,13,7,10,7,96.4,5
2095,3/29/2016 8:00,177,49,112,45,104.5,17.7
2096,3/29/2016 9:00,424,80,269,75,114.2,29.8
2097,3/29/2016 10:00,650,97,414,94,126.4,41
2098,3/29/2016 11:00,825,106,522,101,143.4,50.1
2099,3/29/2016 12:00,935,109,589,103,166.6,55.6
2100,3/29/2016 13:00,973,110,612,104,166.2,55.5
2101,3/29/2016 14:00,935,109,588,105,143.2,49.9
2102,3/29/2016 15:00,824,106,519,104,126.2,40.7
2103,3/29/2016 16:00,648,97,404,93,114,29.6
2104,3/29/2016 17:00,422,79,257,77,104.3,17.4
2105,3/29/2016 18:00,176,49,129,49,96.3,4.7
2106,3/29/2016 19:00,12,7,7,7,88.5,0
2107,3/29/2016 20:00,0,0,0,0,80.5,0
2108,3/29/2016 21:00,0,0,0,0,71.3,0
2109,3/29/2016 22:00,0,0,0,0,59.3,0
2110,3/29/2016 23:00,0,0,0,0,41.5,0
2111,3/29/2016 0:00,0,0,0,0,15.3,0
2112,3/30/2016 1:00,0,0,0,0,16.4,0
2113,3/30/2016 2:00,0,0,0,0,42.5,0
2114,3/30/2016 3:00,0,0,0,0,60.2,0
2115,3/30/2016 4:00,0,0,0,0,72.1,0
2116,3/30/2016 5:00,0,0,0,0,81.2,0
2117,3/30/2016 6:00,0,0,0,0,89.2,0
2118,3/30/2016 7:00,13,6,10,6,96.6,4.9
2119,3/30/2016 8:00,182,42,112,39,105.1,17.5
2120,3/30/2016 9:00,432,67,267,63,114.4,29.7
2121,3/30/2016 10:00,660,81,412,80,127.1,40.8
2122,3/30/2016 11:00,836,88,520,86,144.1,49.8
2123,3/30/2016 12:00,947,90,588,88,167.2,55.2
2124,3/30/2016 13:00,984,90,610,88,166.2,55.1
2125,3/30/2016 14:00,945,90,586,89,143.3,49.6
2126,3/30/2016 15:00,834,88,515,88,126.4,40.4
2127,3/30/2016 16:00,656,81,402,82,114.2,29.3
2128,3/30/2016 17:00,428,66,252,67,104.5,17.1
2129,3/30/2016 18:00,178,41,125,42,96.4,4.4
2130,3/30/2016 19:00,12,6,6,6,89,0
2131,3/30/2016 20:00,0,0,0,0,81.1,0
2132,3/30/2016 21:00,0,0,0,0,71.5,0
2133,3/30/2016 22:00,0,0,0,0,59.5,0
2134,3/30/2016 23:00,0,0,0,0,42.1,0
2135,3/30/2016 0:00,0,0,0,0,15.3,0
2136,3/31/2016 1:00,0,0,0,0,17,0
2137,3/31/2016 2:00,0,0,0,0,43.2,0
2138,3/31/2016 3:00,0,0,0,0,60.5,0
2139,3/31/2016 4:00,0,0,0,0,72.4,0
2140,3/31/2016 5:00,0,0,0,0,81.5,0
2141,3/31/2016 6:00,0,0,0,0,89.4,0
2142,3/31/2016 7:00,12,6,9,6,97.2,4.7
2143,3/31/2016 8:00,180,41,108,39,105.3,17.4
2144,3/31/2016 9:00,429,66,262,62,115.1,29.5
2145,3/31/2016 10:00,656,80,406,79,127.3,40.5
2146,3/31/2016 11:00,832,87,514,85,144.3,49.5
2147,3/31/2016 12:00,942,89,581,87,167.3,54.8
2148,3/31/2016 13:00,979,90,602,88,166.2,54.7
2149,3/31/2016 14:00,940,89,578,88,143.4,49.2
2150,3/31/2016 15:00,828,87,507,87,126.5,40.1
2151,3/31/2016 16:00,650,80,394,81,114.4,29
2152,3/31/2016 17:00,422,65,244,66,105.1,16.8
2153,3/31/2016 18:00,173,40,118,41,97,4.2
2154,3/31/2016 19:00,10,5,5,5,89.2,0
2155,3/31/2016 20:00,0,0,0,0,81.3,0
2156,3/31/2016 21:00,0,0,0,0,72.1,0
2157,3/31/2016 22:00,0,0,0,0,60.1,0
2158,3/31/2016 23:00,0,0,0,0,42.3,0
2159,3/31/2016 0:00,0,0,0,0,15.4,0
2160,4/1/2016 1:00,0,0,0,0,17.2,0
2161,4/1/2016 2:00,0,0,0,0,43.5,0
2162,4/1/2016 3:00,0,0,0,0,61.1,0
2163,4/1/2016 4:00,0,0,0,0,73.1,0
2164,4/1/2016 5:00,0,0,0,0,82.1,0
2165,4/1/2016 6:00,0,0,0,0,90.1,0
2166,4/1/2016 7:00,11,6,8,5,97.4,4.6
2167,4/1/2016 8:00,177,40,105,38,105.5,17.2
2168,4/1/2016 9:00,426,65,257,61,115.3,29.3
2169,4/1/2016 10:00,653,79,401,78,127.6,40.3
2170,4/1/2016 11:00,829,86,508,84,144.6,49.2
2171,4/1/2016 12:00,938,88,574,86,167.5,54.5
2172,4/1/2016 13:00,975,88,595,86,166.2,54.3
2173,4/1/2016 14:00,935,88,570,87,143.5,48.8
2174,4/1/2016 15:00,823,85,499,86,127.1,39.7
2175,4/1/2016 16:00,645,79,386,79,114.6,28.7
2176,4/1/2016 17:00,417,64,235,64,105.3,16.5
2177,4/1/2016 18:00,168,39,112,39,97.2,3.9
2178,4/1/2016 19:00,9,5,5,5,89.4,0
2179,4/1/2016 20:00,0,0,0,0,81.4,0
2180,4/1/2016 21:00,0,0,0,0,72.3,0
2181,4/1/2016 22:00,0,0,0,0,60.3,0
2182,4/1/2016 23:00,0,0,0,0,42.4,0
2183,4/1/2016 0:00,0,0,0,0,15.4,0
2184,4/2/2016 1:00,0,0,0,0,17.5,0
2185,4/2/2016 2:00,0,0,0,0,44.3,0
2186,4/2/2016 3:00,0,0,0,0,61.4,0
2187,4/2/2016 4:00,0,0,0,0,73.3,0
2188,4/2/2016 5:00,0,0,0,0,82.4,0
2189,4/2/2016 6:00,0,0,0,0,90.3,0
2190,4/2/2016 7:00,11,5,8,5,98.1,4.5
2191,4/2/2016 8:00,177,38,101,35,106.2,17.1
2192,4/2/2016 9:00,426,61,256,61,115.6,29.1
2193,4/2/2016 10:00,653,74,396,74,128.2,40.1
2194,4/2/2016 11:00,828,81,502,80,145.2,48.9
2195,4/2/2016 12:00,938,83,568,81,168,54.1
2196,4/2/2016 13:00,974,83,589,82,166.2,53.9
2197,4/2/2016 14:00,934,83,564,83,144,48.5
2198,4/2/2016 15:00,821,80,492,81,127.3,39.4
2199,4/2/2016 16:00,643,74,378,75,115.1,28.4
2200,4/2/2016 17:00,414,60,227,61,105.4,16.3
2201,4/2/2016 18:00,165,37,108,38,97.4,3.6
2202,4/2/2016 19:00,8,4,4,4,89.6,0
2203,4/2/2016 20:00,0,0,0,0,82,0
2204,4/2/2016 21:00,0,0,0,0,72.5,0
2205,4/2/2016 22:00,0,0,0,0,60.5,0
2206,4/2/2016 23:00,0,0,0,0,43,0
2207,4/2/2016 0:00,0,0,0,0,15.4,0
2208,4/3/2016 1:00,0,0,0,0,18.1,0
2209,4/3/2016 2:00,0,0,0,0,44.6,0
2210,4/3/2016 3:00,0,0,0,0,62.1,0
2211,4/3/2016 4:00,0,0,0,0,73.6,0
2212,4/3/2016 5:00,0,0,0,0,82.6,0
2213,4/3/2016 6:00,0,0,0,0,90.5,0
2214,4/3/2016 7:00,10,5,7,4,98.3,4.3
2215,4/3/2016 8:00,177,35,98,33,106.4,16.9
2216,4/3/2016 9:00,427,56,252,57,116.2,28.9
2217,4/3/2016 10:00,654,68,391,69,128.5,39.8
2218,4/3/2016 11:00,829,74,497,74,145.4,48.6
2219,4/3/2016 12:00,939,76,563,76,168.2,53.7
2220,4/3/2016 13:00,974,76,584,76,166.2,53.5
2221,4/3/2016 14:00,934,76,558,77,144.1,48.1
2222,4/3/2016 15:00,821,74,485,75,127.4,39.1
2223,4/3/2016 16:00,642,68,370,70,115.3,28.1
2224,4/3/2016 17:00,412,55,218,56,106,16
2225,4/3/2016 18:00,162,34,102,35,97.5,3.4
2226,4/3/2016 19:00,7,4,4,4,90.2,0
2227,4/3/2016 20:00,0,0,0,0,82.2,0
2228,4/3/2016 21:00,0,0,0,0,73.1,0
2229,4/3/2016 22:00,0,0,0,0,61.1,0
2230,4/3/2016 23:00,0,0,0,0,43.2,0
2231,4/3/2016 0:00,0,0,0,0,15.4,0
2232,4/4/2016 1:00,0,0,0,0,18.3,0
2233,4/4/2016 2:00,0,0,0,0,45.3,0
2234,4/4/2016 3:00,0,0,0,0,62.4,0
2235,4/4/2016 4:00,0,0,0,0,74.2,0
2236,4/4/2016 5:00,0,0,0,0,83.2,0
2237,4/4/2016 6:00,0,0,0,0,91.1,0
2238,4/4/2016 7:00,10,4,7,4,98.5,4.2
2239,4/4/2016 8:00,179,30,98,31,107,16.8
2240,4/4/2016 9:00,431,48,248,50,116.4,28.8
2241,4/4/2016 10:00,659,59,387,60,129.1,39.6
2242,4/4/2016 11:00,835,63,493,65,146.1,48.3
2243,4/4/2016 12:00,944,65,559,66,168.3,53.4
2244,4/4/2016 13:00,979,65,579,67,166.2,53.1
2245,4/4/2016 14:00,939,65,552,67,144.3,47.7
2246,4/4/2016 15:00,824,63,479,66,127.6,38.7
2247,4/4/2016 16:00,644,58,363,61,115.5,27.8
2248,4/4/2016 17:00,414,47,209,49,106.2,15.7
2249,4/4/2016 18:00,162,29,96,30,98.1,3.1
2250,4/4/2016 19:00,6,3,3,3,90.3,0
2251,4/4/2016 20:00,0,0,0,0,82.4,0
2252,4/4/2016 21:00,0,0,0,0,73.3,0
2253,4/4/2016 22:00,0,0,0,0,61.3,0
2254,4/4/2016 23:00,0,0,0,0,43.4,0
2255,4/4/2016 0:00,0,0,0,0,15.4,0
2256,4/5/2016 1:00,0,0,0,0,18.6,0
2257,4/5/2016 2:00,0,0,0,0,46,0
2258,4/5/2016 3:00,0,0,0,0,63.1,0
2259,4/5/2016 4:00,0,0,0,0,74.5,0
2260,4/5/2016 5:00,0,0,0,0,83.5,0
2261,4/5/2016 6:00,0,0,0,0,91.4,0
2262,4/5/2016 7:00,9,4,6,4,99.1,4.1
2263,4/5/2016 8:00,173,33,91,30,107.3,16.6
2264,4/5/2016 9:00,423,53,242,54,117.1,28.6
2265,4/5/2016 10:00,649,64,380,65,129.4,39.4
2266,4/5/2016 11:00,824,70,485,70,146.3,48.1
2267,4/5/2016 12:00,932,72,550,72,168.5,53
2268,4/5/2016 13:00,967,72,570,72,166.2,52.8
