,Date_Time,Global_radiation_horizontal,Diffuse_radiation_horizontal,Global_radiation_tilted_plane,Diffuse_radiation_tilted_plane,Solar_azimuth,Height_of_sun
0,1/1/2016 1:00,0,0,0,0,9.3,0
1,1/1/2016 2:00,0,0,0,0,25.3,0
2,1/1/2016 3:00,0,0,0,0,39,0
3,1/1/2016 4:00,0,0,0,0,50.1,0
4,1/1/2016 5:00,0,0,0,0,59.1,0
5,1/1/2016 6:00,23,11,51,20,66.5,6.2
6,1/1/2016 7:00,205,47,264,61,73.3,18.3
7,1/1/2016 8:00,462,73,486,87,79.5,30.9
8,1/1/2016 9:00,713,88,676,100,86.2,43.7
9,1/1/2016 10:00,929,95,831,105,94,56.6
10,1/1/2016 11:00,1093,97,945,105,106.1,69.3
11,1/1/2016 12:00,1194,96,1016,102,140.2,80.4
12,1/1/2016 13:00,1226,96,1044,103,133.2,79.4
13,1/1/2016 14:00,1187,96,1028,106,104.2,67.9
14,1/1/2016 15:00,1080,97,969,109,93,55.1
15,1/1/2016 16:00,910,95,868,110,85.3,42.2
16,1/1/2016 17:00,689,87,732,104,79.1,29.4
17,1/1/2016 18:00,436,70,576,89,72.5,16.9
18,1/1/2016 19:00,182,44,321,63,66,4.8
19,1/1/2016 20:00,15,8,7,7,58.1,0
20,1/1/2016 21:00,0,0,0,0,48.6,0
21,1/1/2016 22:00,0,0,0,0,37.4,0
22,1/1/2016 23:00,0,0,0,0,23.4,0
23,1/1/2016 0:00,0,0,0,0,7.3,0
24,1/2/2016 1:00,0,0,0,0,9.2,0
25,1/2/2016 2:00,0,0,0,0,25.2,0
26,1/2/2016 3:00,0,0,0,0,38.6,0
27,1/2/2016 4:00,0,0,0,0,50.1,0
28,1/2/2016 5:00,0,0,0,0,59.1,0
29,1/2/2016 6:00,23,10,51,18,66.5,6.1
30,1/2/2016 7:00,206,43,265,57,73.3,18.2
31,1/2/2016 8:00,464,67,487,80,79.5,30.8
32,1/2/2016 9:00,717,81,679,93,86.2,43.6
33,1/2/2016 10:00,934,87,834,98,94.1,56.5
34,1/2/2016 11:00,1100,89,949,97,106.1,69.2
35,1/2/2016 12:00,1202,88,1021,95,140,80.3
36,1/2/2016 13:00,1234,87,1049,95,134,79.4
37,1/2/2016 14:00,1196,88,1034,98,104.3,67.9
38,1/2/2016 15:00,1088,89,974,101,93.1,55.2
39,1/2/2016 16:00,918,87,873,102,85.4,42.3
40,1/2/2016 17:00,697,80,738,97,79.1,29.5
41,1/2/2016 18:00,443,65,584,83,72.5,17
42,1/2/2016 19:00,186,41,330,60,66.1,4.9
43,1/2/2016 20:00,16,8,7,7,58.2,0
44,1/2/2016 21:00,0,0,0,0,49.1,0
45,1/2/2016 22:00,0,0,0,0,37.4,0
46,1/2/2016 23:00,0,0,0,0,23.5,0
47,1/2/2016 0:00,0,0,0,0,7.4,0
48,1/3/2016 1:00,0,0,0,0,9.2,0
49,1/3/2016 2:00,0,0,0,0,25.2,0
50,1/3/2016 3:00,0,0,0,0,38.6,0
51,1/3/2016 4:00,0,0,0,0,50.1,0
52,1/3/2016 5:00,0,0,0,0,59.1,0
53,1/3/2016 6:00,22,9,50,17,66.5,5.9
54,1/3/2016 7:00,206,41,266,54,73.4,18.1
55,1/3/2016 8:00,465,63,488,76,79.6,30.6
56,1/3/2016 9:00,718,76,680,88,86.3,43.4
57,1/3/2016 10:00,937,82,836,93,94.1,56.4
58,1/3/2016 11:00,1103,84,951,93,106.2,69.1
59,1/3/2016 12:00,1206,83,1024,90,139.5,80.2
60,1/3/2016 13:00,1239,82,1052,90,134.5,79.4
61,1/3/2016 14:00,1201,83,1037,93,104.5,68
62,1/3/2016 15:00,1094,84,977,96,93.2,55.3
63,1/3/2016 16:00,923,82,877,97,85.5,42.4
64,1/3/2016 17:00,702,76,742,92,79.2,29.6
65,1/3/2016 18:00,447,62,589,79,73,17
66,1/3/2016 19:00,189,39,334,56,66.2,4.9
67,1/3/2016 20:00,16,7,7,7,58.3,0
68,1/3/2016 21:00,0,0,0,0,49.1,0
69,1/3/2016 22:00,0,0,0,0,37.5,0
70,1/3/2016 23:00,0,0,0,0,24,0
71,1/3/2016 0:00,0,0,0,0,7.5,0
72,1/4/2016 1:00,0,0,0,0,9.1,0
73,1/4/2016 2:00,0,0,0,0,25.1,0
74,1/4/2016 3:00,0,0,0,0,38.6,0
75,1/4/2016 4:00,0,0,0,0,50.1,0
76,1/4/2016 5:00,0,0,0,0,59.1,0
77,1/4/2016 6:00,20,9,32,12,66.5,5.8
78,1/4/2016 7:00,201,42,260,56,73.4,17.9
79,1/4/2016 8:00,460,66,482,78,79.6,30.5
80,1/4/2016 9:00,713,80,674,92,86.3,43.3
81,1/4/2016 10:00,931,86,831,97,94.2,56.2
82,1/4/2016 11:00,1098,88,947,96,106.2,68.9
83,1/4/2016 12:00,1201,87,1019,94,139.5,80
84,1/4/2016 13:00,1235,86,1048,94,135.3,79.4
85,1/4/2016 14:00,1197,87,1033,97,105.1,68.1
86,1/4/2016 15:00,1090,88,974,100,93.4,55.3
87,1/4/2016 16:00,921,86,873,101,86,42.4
88,1/4/2016 17:00,700,79,739,96,79.3,29.6
89,1/4/2016 18:00,446,65,584,82,73.1,17.1
90,1/4/2016 19:00,188,41,332,60,66.2,5
91,1/4/2016 20:00,16,8,7,7,58.4,0
92,1/4/2016 21:00,0,0,0,0,49.2,0
93,1/4/2016 22:00,0,0,0,0,38,0
94,1/4/2016 23:00,0,0,0,0,24.1,0
95,1/4/2016 0:00,0,0,0,0,7.6,0
96,1/5/2016 1:00,0,0,0,0,9,0
97,1/5/2016 2:00,0,0,0,0,25.1,0
98,1/5/2016 3:00,0,0,0,0,38.5,0
99,1/5/2016 4:00,0,0,0,0,50.1,0
100,1/5/2016 5:00,0,0,0,0,59.1,0
101,1/5/2016 6:00,19,9,29,13,66.6,5.7
102,1/5/2016 7:00,192,48,248,62,73.4,17.8
103,1/5/2016 8:00,447,76,471,90,80,30.4
104,1/5/2016 9:00,699,93,662,105,86.3,43.2
105,1/5/2016 10:00,916,101,818,111,94.2,56.1
106,1/5/2016 11:00,1082,103,934,110,106.3,68.8
107,1/5/2016 12:00,1185,102,1006,108,139.4,79.9
108,1/5/2016 13:00,1219,102,1035,108,136.2,79.4
109,1/5/2016 14:00,1183,102,1021,111,105.4,68.1
110,1/5/2016 15:00,1077,103,962,115,93.5,55.4
111,1/5/2016 16:00,909,101,862,115,86.1,42.5
112,1/5/2016 17:00,689,92,726,109,79.4,29.7
113,1/5/2016 18:00,437,75,569,93,73.2,17.1
114,1/5/2016 19:00,183,47,316,66,66.3,5
115,1/5/2016 20:00,16,8,8,8,58.5,0
116,1/5/2016 21:00,0,0,0,0,49.3,0
117,1/5/2016 22:00,0,0,0,0,38.1,0
118,1/5/2016 23:00,0,0,0,0,24.2,0
119,1/5/2016 0:00,0,0,0,0,8.1,0
120,1/6/2016 1:00,0,0,0,0,8.6,0
121,1/6/2016 2:00,0,0,0,0,25.1,0
122,1/6/2016 3:00,0,0,0,0,38.5,0
123,1/6/2016 4:00,0,0,0,0,50.1,0
124,1/6/2016 5:00,0,0,0,0,59.2,0
125,1/6/2016 6:00,18,9,29,12,66.6,5.5
126,1/6/2016 7:00,192,45,248,58,73.4,17.7
127,1/6/2016 8:00,448,71,472,85,80.1,30.2
128,1/6/2016 9:00,701,87,663,99,86.4,43.1
129,1/6/2016 10:00,920,94,820,104,94.3,56
130,1/6/2016 11:00,1087,96,937,104,106.4,68.7
131,1/6/2016 12:00,1191,96,1009,102,139.3,79.7
132,1/6/2016 13:00,1226,95,1039,102,137.1,79.4
133,1/6/2016 14:00,1189,96,1024,105,105.6,68.1
134,1/6/2016 15:00,1084,96,966,108,94.1,55.4
135,1/6/2016 16:00,915,94,866,109,86.2,42.5
136,1/6/2016 17:00,695,87,731,103,79.5,29.7
137,1/6/2016 18:00,442,70,575,88,73.3,17.2
138,1/6/2016 19:00,186,44,323,63,66.4,5
139,1/6/2016 20:00,16,8,8,8,58.6,0
140,1/6/2016 21:00,0,0,0,0,49.4,0
141,1/6/2016 22:00,0,0,0,0,38.2,0
142,1/6/2016 23:00,0,0,0,0,24.3,0
143,1/6/2016 0:00,0,0,0,0,8.2,0
144,1/7/2016 1:00,0,0,0,0,8.5,0
145,1/7/2016 2:00,0,0,0,0,25,0
146,1/7/2016 3:00,0,0,0,0,38.5,0
147,1/7/2016 4:00,0,0,0,0,50.1,0
148,1/7/2016 5:00,0,0,0,0,59.2,0
149,1/7/2016 6:00,17,8,28,11,67,5.4
150,1/7/2016 7:00,192,43,248,56,73.5,17.5
151,1/7/2016 8:00,449,67,472,81,80.1,30.1
152,1/7/2016 9:00,703,82,664,94,86.5,42.9
153,1/7/2016 10:00,922,89,821,100,94.4,55.8
154,1/7/2016 11:00,1090,91,938,99,106.5,68.5
155,1/7/2016 12:00,1195,90,1011,97,139.3,79.6
156,1/7/2016 13:00,1230,90,1041,97,137.6,79.3
157,1/7/2016 14:00,1194,90,1027,100,106.2,68.2
158,1/7/2016 15:00,1089,91,968,103,94.2,55.5
159,1/7/2016 16:00,920,89,869,104,86.3,42.6
160,1/7/2016 17:00,700,82,734,99,80,29.8
161,1/7/2016 18:00,446,67,579,85,73.4,17.2
162,1/7/2016 19:00,189,42,328,61,66.5,5
163,1/7/2016 20:00,17,8,7,7,59.1,0
164,1/7/2016 21:00,0,0,0,0,49.5,0
165,1/7/2016 22:00,0,0,0,0,38.3,0
166,1/7/2016 23:00,0,0,0,0,24.4,0
167,1/7/2016 0:00,0,0,0,0,8.2,0
168,1/8/2016 1:00,0,0,0,0,8.5,0
169,1/8/2016 2:00,0,0,0,0,25,0
170,1/8/2016 3:00,0,0,0,0,38.5,0
171,1/8/2016 4:00,0,0,0,0,50.1,0
172,1/8/2016 5:00,0,0,0,0,59.2,0
173,1/8/2016 6:00,16,8,26,11,67,5.2
174,1/8/2016 7:00,189,42,245,55,73.5,17.4
175,1/8/2016 8:00,446,66,468,79,80.2,30
176,1/8/2016 9:00,701,82,662,93,86.5,42.8
177,1/8/2016 10:00,921,89,819,99,94.5,55.7
178,1/8/2016 11:00,1090,90,936,99,107,68.4
179,1/8/2016 12:00,1195,89,1010,96,139.3,79.4
180,1/8/2016 13:00,1231,89,1040,96,138.4,79.3
181,1/8/2016 14:00,1195,89,1026,99,106.5,68.2
182,1/8/2016 15:00,1090,90,968,102,94.4,55.5
183,1/8/2016 16:00,922,89,868,103,86.5,42.6
184,1/8/2016 17:00,701,82,734,98,80.1,29.8
185,1/8/2016 18:00,447,67,579,84,73.5,17.2
186,1/8/2016 19:00,190,42,328,61,66.6,5.1
187,1/8/2016 20:00,17,8,7,7,59.1,0
188,1/8/2016 21:00,0,0,0,0,50,0
189,1/8/2016 22:00,0,0,0,0,38.4,0
190,1/8/2016 23:00,0,0,0,0,24.5,0
191,1/8/2016 0:00,0,0,0,0,8.3,0
192,1/9/2016 1:00,0,0,0,0,8.4,0
193,1/9/2016 2:00,0,0,0,0,24.6,0
194,1/9/2016 3:00,0,0,0,0,38.5,0
195,1/9/2016 4:00,0,0,0,0,50.1,0
196,1/9/2016 5:00,0,0,0,0,59.2,0
197,1/9/2016 6:00,16,7,25,10,67.1,5.1
198,1/9/2016 7:00,187,41,243,54,73.6,17.2
199,1/9/2016 8:00,445,65,466,78,80.2,29.8
200,1/9/2016 9:00,699,80,660,92,86.6,42.6
201,1/9/2016 10:00,920,87,818,97,94.6,55.5
202,1/9/2016 11:00,1090,88,935,97,107.1,68.2
203,1/9/2016 12:00,1196,88,1009,95,139.3,79.3
204,1/9/2016 13:00,1232,87,1040,94,139.4,79.3
205,1/9/2016 14:00,1197,88,1026,97,107.2,68.2
206,1/9/2016 15:00,1092,88,968,100,94.6,55.6
207,1/9/2016 16:00,924,87,868,101,87,42.7
208,1/9/2016 17:00,703,80,734,96,80.2,29.8
209,1/9/2016 18:00,449,65,580,83,73.6,17.2
210,1/9/2016 19:00,191,41,329,60,67.1,5.1
211,1/9/2016 20:00,17,8,7,7,59.2,0
212,1/9/2016 21:00,0,0,0,0,50.1,0
213,1/9/2016 22:00,0,0,0,0,38.5,0
214,1/9/2016 23:00,0,0,0,0,24.6,0
215,1/9/2016 0:00,0,0,0,0,8.4,0
216,1/10/2016 1:00,0,0,0,0,8.3,0
217,1/10/2016 2:00,0,0,0,0,24.6,0
218,1/10/2016 3:00,0,0,0,0,38.5,0
219,1/10/2016 4:00,0,0,0,0,50.1,0
220,1/10/2016 5:00,0,0,0,0,59.3,0
221,1/10/2016 6:00,15,7,24,10,67.1,4.9
222,1/10/2016 7:00,184,40,240,53,74,17.1
223,1/10/2016 8:00,442,64,463,76,80.3,29.7
224,1/10/2016 9:00,698,79,657,91,87.1,42.5
225,1/10/2016 10:00,919,86,816,96,95,55.4
226,1/10/2016 11:00,1089,87,934,96,107.3,68.1
227,1/10/2016 12:00,1196,86,1008,93,139.4,79.1
228,1/10/2016 13:00,1233,86,1039,93,140.3,79.2
229,1/10/2016 14:00,1198,86,1025,96,107.4,68.2
230,1/10/2016 15:00,1093,87,967,99,95.1,55.6
231,1/10/2016 16:00,925,86,868,100,87.1,42.7
232,1/10/2016 17:00,705,79,734,95,80.3,29.9
233,1/10/2016 18:00,450,65,579,82,74.1,17.3
234,1/10/2016 19:00,192,41,330,59,67.2,5.1
235,1/10/2016 20:00,17,8,7,7,59.3,0
236,1/10/2016 21:00,0,0,0,0,50.2,0
237,1/10/2016 22:00,0,0,0,0,39,0
238,1/10/2016 23:00,0,0,0,0,25.1,0
239,1/10/2016 0:00,0,0,0,0,8.5,0
240,1/11/2016 1:00,0,0,0,0,8.3,0
241,1/11/2016 2:00,0,0,0,0,24.5,0
242,1/11/2016 3:00,0,0,0,0,38.5,0
243,1/11/2016 4:00,0,0,0,0,50.2,0
244,1/11/2016 5:00,0,0,0,0,59.3,0
245,1/11/2016 6:00,14,7,22,10,67.2,4.8
246,1/11/2016 7:00,178,43,231,56,74.1,16.9
247,1/11/2016 8:00,434,69,455,83,80.4,29.5
248,1/11/2016 9:00,688,86,649,97,87.2,42.4
249,1/11/2016 10:00,910,93,807,103,95.2,55.3
250,1/11/2016 11:00,1080,95,925,103,107.4,67.9
251,1/11/2016 12:00,1187,95,999,101,139.4,78.9
252,1/11/2016 13:00,1224,94,1030,101,141.2,79.1
253,1/11/2016 14:00,1190,95,1017,104,108.1,68.3
254,1/11/2016 15:00,1086,95,960,107,95.3,55.6
255,1/11/2016 16:00,919,94,861,108,87.3,42.7
256,1/11/2016 17:00,699,86,726,102,80.5,29.9
257,1/11/2016 18:00,445,70,570,88,74.2,17.3
258,1/11/2016 19:00,189,44,321,63,67.3,5.1
259,1/11/2016 20:00,17,8,8,8,59.5,0
260,1/11/2016 21:00,0,0,0,0,50.3,0
261,1/11/2016 22:00,0,0,0,0,39.1,0
262,1/11/2016 23:00,0,0,0,0,25.2,0
263,1/11/2016 0:00,0,0,0,0,8.6,0
264,1/12/2016 1:00,0,0,0,0,8.2,0
265,1/12/2016 2:00,0,0,0,0,24.5,0
266,1/12/2016 3:00,0,0,0,0,38.5,0
267,1/12/2016 4:00,0,0,0,0,50.2,0
268,1/12/2016 5:00,0,0,0,0,59.4,0
269,1/12/2016 6:00,13,7,20,9,67.2,4.6
270,1/12/2016 7:00,175,43,227,55,74.1,16.8
271,1/12/2016 8:00,430,69,451,83,80.4,29.4
272,1/12/2016 9:00,685,86,645,98,87.2,42.2
273,1/12/2016 10:00,907,94,804,104,95.3,55.1
274,1/12/2016 11:00,1078,96,922,104,107.6,67.8
275,1/12/2016 12:00,1185,95,997,101,139.5,78.7
276,1/12/2016 13:00,1223,95,1028,101,142.1,79.1
277,1/12/2016 14:00,1189,95,1015,104,108.4,68.3
278,1/12/2016 15:00,1085,96,958,107,95.5,55.6
279,1/12/2016 16:00,918,94,859,108,87.4,42.7
280,1/12/2016 17:00,699,87,724,103,80.6,29.9
281,1/12/2016 18:00,445,71,568,88,74.3,17.3
282,1/12/2016 19:00,188,44,319,63,67.4,5.1
283,1/12/2016 20:00,17,8,8,8,59.6,0
284,1/12/2016 21:00,0,0,0,0,50.4,0
285,1/12/2016 22:00,0,0,0,0,39.2,0
286,1/12/2016 23:00,0,0,0,0,25.3,0
287,1/12/2016 0:00,0,0,0,0,9.1,0
288,1/13/2016 1:00,0,0,0,0,8.2,0
289,1/13/2016 2:00,0,0,0,0,24.5,0
290,1/13/2016 3:00,0,0,0,0,38.6,0
291,1/13/2016 4:00,0,0,0,0,50.2,0
292,1/13/2016 5:00,0,0,0,0,59.4,0
293,1/13/2016 6:00,12,6,19,9,67.3,4.4
294,1/13/2016 7:00,170,44,221,57,74.2,16.6
295,1/13/2016 8:00,424,72,445,86,80.5,29.2
296,1/13/2016 9:00,679,90,639,102,87.3,42.1
297,1/13/2016 10:00,901,99,798,108,95.4,55
298,1/13/2016 11:00,1071,101,916,108,108.1,67.6
299,1/13/2016 12:00,1179,101,991,106,139.5,78.6
300,1/13/2016 13:00,1217,100,1022,106,143,79
301,1/13/2016 14:00,1184,101,1010,109,109.1,68.3
302,1/13/2016 15:00,1081,101,952,112,96.1,55.7
303,1/13/2016 16:00,914,99,853,113,87.6,42.8
304,1/13/2016 17:00,695,91,719,107,81.1,29.9
305,1/13/2016 18:00,442,74,561,91,74.4,17.3
306,1/13/2016 19:00,186,46,313,65,67.5,5.1
307,1/13/2016 20:00,16,8,8,8,60.1,0
308,1/13/2016 21:00,0,0,0,0,50.5,0
309,1/13/2016 22:00,0,0,0,0,39.4,0
310,1/13/2016 23:00,0,0,0,0,25.4,0
311,1/13/2016 0:00,0,0,0,0,9.1,0
312,1/14/2016 1:00,0,0,0,0,8.1,0
313,1/14/2016 2:00,0,0,0,0,24.5,0
314,1/14/2016 3:00,0,0,0,0,38.6,0
315,1/14/2016 4:00,0,0,0,0,50.3,0
316,1/14/2016 5:00,0,0,0,0,59.5,0
317,1/14/2016 6:00,11,6,18,8,67.3,4.3
318,1/14/2016 7:00,170,41,221,53,74.3,16.5
319,1/14/2016 8:00,426,67,446,80,80.6,29.1
320,1/14/2016 9:00,681,84,640,95,87.4,41.9
321,1/14/2016 10:00,905,92,799,101,95.5,54.8
322,1/14/2016 11:00,1076,94,918,101,108.3,67.5
323,1/14/2016 12:00,1185,93,994,99,140,78.4
324,1/14/2016 13:00,1224,92,1025,99,143.5,78.9
325,1/14/2016 14:00,1191,93,1013,102,109.4,68.3
326,1/14/2016 15:00,1088,94,956,105,96.3,55.7
327,1/14/2016 16:00,921,92,857,106,88.1,42.8
328,1/14/2016 17:00,701,85,723,100,81.2,29.9
329,1/14/2016 18:00,447,69,567,86,74.5,17.3
330,1/14/2016 19:00,189,44,319,62,68,5.1
331,1/14/2016 20:00,16,8,7,7,60.2,0
332,1/14/2016 21:00,0,0,0,0,51.1,0
333,1/14/2016 22:00,0,0,0,0,39.5,0
334,1/14/2016 23:00,0,0,0,0,25.5,0
335,1/14/2016 0:00,0,0,0,0,9.2,0
336,1/15/2016 1:00,0,0,0,0,8.1,0
337,1/15/2016 2:00,0,0,0,0,24.5,0
338,1/15/2016 3:00,0,0,0,0,38.6,0
339,1/15/2016 4:00,0,0,0,0,50.3,0
340,1/15/2016 5:00,0,0,0,0,59.5,0
341,1/15/2016 6:00,10,5,17,7,67.4,4.1
342,1/15/2016 7:00,170,37,222,49,74.4,16.3
343,1/15/2016 8:00,428,61,447,73,81.1,28.9
344,1/15/2016 9:00,686,76,642,87,87.5,41.8
345,1/15/2016 10:00,910,83,802,93,96,54.7
346,1/15/2016 11:00,1083,84,922,93,108.5,67.3
347,1/15/2016 12:00,1193,84,998,91,140.1,78.2
348,1/15/2016 13:00,1232,83,1030,91,144.4,78.8
349,1/15/2016 14:00,1199,84,1018,93,110.1,68.2
350,1/15/2016 15:00,1096,84,961,96,96.5,55.7
351,1/15/2016 16:00,929,83,862,97,88.3,42.8
352,1/15/2016 17:00,709,77,728,92,81.4,29.9
353,1/15/2016 18:00,453,63,574,79,75.1,17.3
354,1/15/2016 19:00,193,40,325,55,68.1,5
355,1/15/2016 20:00,17,7,7,7,60.3,0
356,1/15/2016 21:00,0,0,0,0,51.2,0
357,1/15/2016 22:00,0,0,0,0,39.6,0
358,1/15/2016 23:00,0,0,0,0,26,0
359,1/15/2016 0:00,0,0,0,0,9.3,0
360,1/16/2016 1:00,0,0,0,0,8,0
361,1/16/2016 2:00,0,0,0,0,24.5,0
362,1/16/2016 3:00,0,0,0,0,39,0
363,1/16/2016 4:00,0,0,0,0,50.3,0
364,1/16/2016 5:00,0,0,0,0,59.6,0
365,1/16/2016 6:00,10,5,16,7,67.5,4
366,1/16/2016 7:00,167,37,218,49,74.4,16.2
367,1/16/2016 8:00,425,61,443,73,81.2,28.8
368,1/16/2016 9:00,683,76,638,87,88.1,41.6
369,1/16/2016 10:00,908,83,799,93,96.2,54.5
370,1/16/2016 11:00,1081,85,919,93,109,67.1
371,1/16/2016 12:00,1191,84,995,91,140.3,78
372,1/16/2016 13:00,1231,83,1027,91,145.4,78.7
373,1/16/2016 14:00,1199,84,1015,93,110.4,68.2
374,1/16/2016 15:00,1096,85,958,96,97.1,55.7
375,1/16/2016 16:00,929,83,859,97,88.4,42.8
376,1/16/2016 17:00,709,77,726,92,81.5,29.9
377,1/16/2016 18:00,453,63,571,79,75.2,17.3
378,1/16/2016 19:00,193,40,323,55,68.3,5
379,1/16/2016 20:00,17,7,7,7,60.4,0
380,1/16/2016 21:00,0,0,0,0,51.3,0
381,1/16/2016 22:00,0,0,0,0,40.1,0
382,1/16/2016 23:00,0,0,0,0,26.1,0
383,1/16/2016 0:00,0,0,0,0,9.4,0
384,1/17/2016 1:00,0,0,0,0,8,0
385,1/17/2016 2:00,0,0,0,0,24.5,0
386,1/17/2016 3:00,0,0,0,0,39.1,0
387,1/17/2016 4:00,0,0,0,0,50.4,0
388,1/17/2016 5:00,0,0,0,0,60,0
389,1/17/2016 6:00,9,5,14,7,67.5,3.8
390,1/17/2016 7:00,163,38,213,50,74.5,16
391,1/17/2016 8:00,420,63,437,75,81.3,28.6
392,1/17/2016 9:00,677,78,632,90,88.2,41.5
393,1/17/2016 10:00,902,86,793,96,96.3,54.4
394,1/17/2016 11:00,1076,88,913,96,109.2,67
395,1/17/2016 12:00,1186,87,990,94,140.4,77.8
396,1/17/2016 13:00,1227,87,1022,94,146.3,78.6
397,1/17/2016 14:00,1195,87,1010,96,111.2,68.2
398,1/17/2016 15:00,1092,88,954,99,97.3,55.7
399,1/17/2016 16:00,926,86,855,100,89,42.8
400,1/17/2016 17:00,706,80,721,95,82.1,29.9
401,1/17/2016 18:00,451,65,566,82,75.3,17.3
402,1/17/2016 19:00,191,41,320,59,68.4,5
403,1/17/2016 20:00,16,8,7,7,60.5,0
404,1/17/2016 21:00,0,0,0,0,51.4,0
405,1/17/2016 22:00,0,0,0,0,40.2,0
406,1/17/2016 23:00,0,0,0,0,26.2,0
407,1/17/2016 0:00,0,0,0,0,9.5,0
408,1/18/2016 1:00,0,0,0,0,7.6,0
409,1/18/2016 2:00,0,0,0,0,24.5,0
410,1/18/2016 3:00,0,0,0,0,39.1,0
411,1/18/2016 4:00,0,0,0,0,50.4,0
412,1/18/2016 5:00,0,0,0,0,60.1,0
413,1/18/2016 6:00,8,4,13,6,68,3.6
414,1/18/2016 7:00,159,38,208,49,74.6,15.9
415,1/18/2016 8:00,416,63,433,76,81.4,28.5
416,1/18/2016 9:00,673,79,628,90,88.3,41.3
417,1/18/2016 10:00,899,87,789,96,96.5,54.2
418,1/18/2016 11:00,1073,89,909,97,109.4,66.8
419,1/18/2016 12:00,1184,88,986,95,140.5,77.6
420,1/18/2016 13:00,1225,88,1019,94,147.2,78.4
421,1/18/2016 14:00,1193,88,1007,97,111.5,68.2
422,1/18/2016 15:00,1091,89,951,100,97.6,55.7
423,1/18/2016 16:00,925,87,852,101,89.2,42.8
424,1/18/2016 17:00,705,80,718,96,82.2,29.9
425,1/18/2016 18:00,450,66,562,82,75.4,17.3
426,1/18/2016 19:00,190,42,317,59,68.5,5
427,1/18/2016 20:00,16,8,7,7,61.1,0
428,1/18/2016 21:00,0,0,0,0,51.5,0
429,1/18/2016 22:00,0,0,0,0,40.3,0
430,1/18/2016 23:00,0,0,0,0,26.3,0
431,1/18/2016 0:00,0,0,0,0,9.6,0
432,1/19/2016 1:00,0,0,0,0,7.5,0
433,1/19/2016 2:00,0,0,0,0,24.5,0
434,1/19/2016 3:00,0,0,0,0,39.1,0
435,1/19/2016 4:00,0,0,0,0,50.5,0
436,1/19/2016 5:00,0,0,0,0,60.2,0
437,1/19/2016 6:00,7,4,12,6,68.1,3.4
438,1/19/2016 7:00,155,38,203,49,75.1,15.7
439,1/19/2016 8:00,411,64,427,77,81.5,28.3
440,1/19/2016 9:00,669,81,623,92,88.4,41.2
441,1/19/2016 10:00,895,89,784,98,97,54.1
442,1/19/2016 11:00,1069,91,905,99,110,66.6
443,1/19/2016 12:00,1181,90,981,96,141.1,77.4
444,1/19/2016 13:00,1222,90,1014,96,148.1,78.3
445,1/19/2016 14:00,1191,90,1003,99,112.2,68.1
446,1/19/2016 15:00,1089,91,946,102,98.2,55.7
447,1/19/2016 16:00,923,89,848,103,89.4,42.8
448,1/19/2016 17:00,703,82,714,97,82.4,29.9
449,1/19/2016 18:00,448,67,558,83,75.6,17.2
450,1/19/2016 19:00,188,42,313,60,69,4.9
451,1/19/2016 20:00,16,7,7,7,61.2,0
452,1/19/2016 21:00,0,0,0,0,52.1,0
453,1/19/2016 22:00,0,0,0,0,40.5,0
454,1/19/2016 23:00,0,0,0,0,26.4,0
455,1/19/2016 0:00,0,0,0,0,10,0
456,1/20/2016 1:00,0,0,0,0,7.5,0
457,1/20/2016 2:00,0,0,0,0,24.5,0
458,1/20/2016 3:00,0,0,0,0,39.2,0
459,1/20/2016 4:00,0,0,0,0,50.6,0
460,1/20/2016 5:00,0,0,0,0,60.2,0
461,1/20/2016 6:00,6,4,10,6,68.2,3.3
462,1/20/2016 7:00,149,41,194,52,75.2,15.5
463,1/20/2016 8:00,402,70,418,82,81.6,28.2
464,1/20/2016 9:00,659,88,613,99,88.5,41
465,1/20/2016 10:00,884,97,775,106,97.2,53.9
466,1/20/2016 11:00,1059,100,895,107,110.3,66.5
467,1/20/2016 12:00,1170,100,972,105,141.2,77.2
468,1/20/2016 13:00,1212,99,1005,104,148.5,78.1
469,1/20/2016 14:00,1181,100,994,107,112.6,68.1
470,1/20/2016 15:00,1080,100,938,111,98.4,55.6
471,1/20/2016 16:00,914,98,839,111,89.5,42.8
472,1/20/2016 17:00,696,90,704,105,82.5,29.9
473,1/20/2016 18:00,441,73,547,90,76.1,17.2
474,1/20/2016 19:00,184,46,303,63,69.2,4.9
475,1/20/2016 20:00,15,8,7,7,61.3,0
476,1/20/2016 21:00,0,0,0,0,52.2,0
477,1/20/2016 22:00,0,0,0,0,40.6,0
478,1/20/2016 23:00,0,0,0,0,26.6,0
479,1/20/2016 0:00,0,0,0,0,10.1,0
480,1/21/2016 1:00,0,0,0,0,7.5,0
481,1/21/2016 2:00,0,0,0,0,24.5,0
482,1/21/2016 3:00,0,0,0,0,39.2,0
483,1/21/2016 4:00,0,0,0,0,51,0
484,1/21/2016 5:00,0,0,0,0,60.3,0
485,1/21/2016 6:00,6,4,8,4,68.3,3.1
486,1/21/2016 7:00,145,41,189,53,75.3,15.4
487,1/21/2016 8:00,397,71,412,84,82.1,28
488,1/21/2016 9:00,654,90,608,101,89.1,40.9
489,1/21/2016 10:00,880,100,769,109,97.4,53.8
490,1/21/2016 11:00,1054,103,890,109,110.5,66.3
491,1/21/2016 12:00,1166,103,967,107,141.4,76.9
492,1/21/2016 13:00,1208,102,1000,107,149.4,78
