Year,Month,Day,Hour,Global_radiation_horizontal,Diffuse_radiation_horizontal,Global_radiation_tilted_plane,Diffuse_radiation_tilted_plane,Solar_azimuth,Height_of_sun
2005,1,1,1,0,0,0,0,-9.3,0
2005,1,1,2,0,0,0,0,-25.3,0
2005,1,1,3,0,0,0,0,-39,0
2005,1,1,4,0,0,0,0,-50.1,0
2005,1,1,5,0,0,0,0,-59.1,0
2005,1,1,6,23,11,51,20,-66.5,6.2
2005,1,1,7,205,47,264,61,-73.3,18.3
2005,1,1,8,462,73,486,87,-79.5,30.9
2005,1,1,9,713,88,676,100,-86.2,43.7
2005,1,1,10,929,95,831,105,-94,56.6
2005,1,1,11,1093,97,945,105,-106.1,69.3
2005,1,1,12,1194,96,1016,102,-140.2,80.4
2005,1,1,13,1226,96,1044,103,133.2,79.4
2005,1,1,14,1187,96,1028,106,104.2,67.9
2005,1,1,15,1080,97,969,109,93,55.1
2005,1,1,16,910,95,868,110,85.3,42.2
2005,1,1,17,689,87,732,104,79.1,29.4
2005,1,1,18,436,70,576,89,72.5,16.9
2005,1,1,19,182,44,321,63,66,4.8
2005,1,1,20,15,8,7,7,58.1,0
2005,1,1,21,0,0,0,0,48.6,0
2005,1,1,22,0,0,0,0,37.4,0
2005,1,1,23,0,0,0,0,23.4,0
2005,1,1,24,0,0,0,0,7.3,0
2005,1,2,1,0,0,0,0,-9.2,0
2005,1,2,2,0,0,0,0,-25.2,0
2005,1,2,3,0,0,0,0,-38.6,0
2005,1,2,4,0,0,0,0,-50.1,0
2005,1,2,5,0,0,0,0,-59.1,0
2005,1,2,6,23,10,51,18,-66.5,6.1
2005,1,2,7,206,43,265,57,-73.3,18.2
2005,1,2,8,464,67,487,80,-79.5,30.8
2005,1,2,9,717,81,679,93,-86.2,43.6
2005,1,2,10,934,87,834,98,-94.1,56.5
2005,1,2,11,1100,89,949,97,-106.1,69.2
2005,1,2,12,1202,88,1021,95,-140,80.3
2005,1,2,13,1234,87,1049,95,134,79.4
2005,1,2,14,1196,88,1034,98,104.3,67.9
2005,1,2,15,1088,89,974,101,93.1,55.2
2005,1,2,16,918,87,873,102,85.4,42.3
2005,1,2,17,697,80,738,97,79.1,29.5
2005,1,2,18,443,65,584,83,72.5,17
2005,1,2,19,186,41,330,60,66.1,4.9
2005,1,2,20,16,8,7,7,58.2,0
2005,1,2,21,0,0,0,0,49.1,0
2005,1,2,22,0,0,0,0,37.4,0
2005,1,2,23,0,0,0,0,23.5,0
2005,1,2,24,0,0,0,0,7.4,0
2005,1,3,1,0,0,0,0,-9.2,0
2005,1,3,2,0,0,0,0,-25.2,0
2005,1,3,3,0,0,0,0,-38.6,0
2005,1,3,4,0,0,0,0,-50.1,0
2005,1,3,5,0,0,0,0,-59.1,0
2005,1,3,6,22,9,50,17,-66.5,5.9
2005,1,3,7,206,41,266,54,-73.4,18.1
2005,1,3,8,465,63,488,76,-79.6,30.6
2005,1,3,9,718,76,680,88,-86.3,43.4
2005,1,3,10,937,82,836,93,-94.1,56.4
2005,1,3,11,1103,84,951,93,-106.2,69.1
2005,1,3,12,1206,83,1024,90,-139.5,80.2
2005,1,3,13,1239,82,1052,90,134.5,79.4
2005,1,3,14,1201,83,1037,93,104.5,68
2005,1,3,15,1094,84,977,96,93.2,55.3
2005,1,3,16,923,82,877,97,85.5,42.4
2005,1,3,17,702,76,742,92,79.2,29.6
2005,1,3,18,447,62,589,79,73,17
2005,1,3,19,189,39,334,56,66.2,4.9
2005,1,3,20,16,7,7,7,58.3,0
2005,1,3,21,0,0,0,0,49.1,0
2005,1,3,22,0,0,0,0,37.5,0
2005,1,3,23,0,0,0,0,24,0
2005,1,3,24,0,0,0,0,7.5,0
2005,1,4,1,0,0,0,0,-9.1,0
2005,1,4,2,0,0,0,0,-25.1,0
2005,1,4,3,0,0,0,0,-38.6,0
2005,1,4,4,0,0,0,0,-50.1,0
2005,1,4,5,0,0,0,0,-59.1,0
2005,1,4,6,20,9,32,12,-66.5,5.8
2005,1,4,7,201,42,260,56,-73.4,17.9
2005,1,4,8,460,66,482,78,-79.6,30.5
2005,1,4,9,713,80,674,92,-86.3,43.3
2005,1,4,10,931,86,831,97,-94.2,56.2
2005,1,4,11,1098,88,947,96,-106.2,68.9
2005,1,4,12,1201,87,1019,94,-139.5,80
2005,1,4,13,1235,86,1048,94,135.3,79.4
2005,1,4,14,1197,87,1033,97,105.1,68.1
2005,1,4,15,1090,88,974,100,93.4,55.3
2005,1,4,16,921,86,873,101,86,42.4
2005,1,4,17,700,79,739,96,79.3,29.6
2005,1,4,18,446,65,584,82,73.1,17.1
2005,1,4,19,188,41,332,60,66.2,5
2005,1,4,20,16,8,7,7,58.4,0
2005,1,4,21,0,0,0,0,49.2,0
2005,1,4,22,0,0,0,0,38,0
2005,1,4,23,0,0,0,0,24.1,0
2005,1,4,24,0,0,0,0,7.6,0
2005,1,5,1,0,0,0,0,-9,0
2005,1,5,2,0,0,0,0,-25.1,0
2005,1,5,3,0,0,0,0,-38.5,0
2005,1,5,4,0,0,0,0,-50.1,0
2005,1,5,5,0,0,0,0,-59.1,0
2005,1,5,6,19,9,29,13,-66.6,5.7
2005,1,5,7,192,48,248,62,-73.4,17.8
2005,1,5,8,447,76,471,90,-80,30.4
2005,1,5,9,699,93,662,105,-86.3,43.2
2005,1,5,10,916,101,818,111,-94.2,56.1
2005,1,5,11,1082,103,934,110,-106.3,68.8
2005,1,5,12,1185,102,1006,108,-139.4,79.9
2005,1,5,13,1219,102,1035,108,136.2,79.4
2005,1,5,14,1183,102,1021,111,105.4,68.1
2005,1,5,15,1077,103,962,115,93.5,55.4
2005,1,5,16,909,101,862,115,86.1,42.5
2005,1,5,17,689,92,726,109,79.4,29.7
2005,1,5,18,437,75,569,93,73.2,17.1
2005,1,5,19,183,47,316,66,66.3,5
2005,1,5,20,16,8,8,8,58.5,0
2005,1,5,21,0,0,0,0,49.3,0
2005,1,5,22,0,0,0,0,38.1,0
2005,1,5,23,0,0,0,0,24.2,0
2005,1,5,24,0,0,0,0,8.1,0
2005,1,6,1,0,0,0,0,-8.6,0
2005,1,6,2,0,0,0,0,-25.1,0
2005,1,6,3,0,0,0,0,-38.5,0
2005,1,6,4,0,0,0,0,-50.1,0
2005,1,6,5,0,0,0,0,-59.2,0
2005,1,6,6,18,9,29,12,-66.6,5.5
2005,1,6,7,192,45,248,58,-73.4,17.7
2005,1,6,8,448,71,472,85,-80.1,30.2
2005,1,6,9,701,87,663,99,-86.4,43.1
2005,1,6,10,920,94,820,104,-94.3,56
2005,1,6,11,1087,96,937,104,-106.4,68.7
2005,1,6,12,1191,96,1009,102,-139.3,79.7
2005,1,6,13,1226,95,1039,102,137.1,79.4
2005,1,6,14,1189,96,1024,105,105.6,68.1
2005,1,6,15,1084,96,966,108,94.1,55.4
2005,1,6,16,915,94,866,109,86.2,42.5
2005,1,6,17,695,87,731,103,79.5,29.7
2005,1,6,18,442,70,575,88,73.3,17.2
2005,1,6,19,186,44,323,63,66.4,5
2005,1,6,20,16,8,8,8,58.6,0
2005,1,6,21,0,0,0,0,49.4,0
2005,1,6,22,0,0,0,0,38.2,0
2005,1,6,23,0,0,0,0,24.3,0
2005,1,6,24,0,0,0,0,8.2,0
2005,1,7,1,0,0,0,0,-8.5,0
2005,1,7,2,0,0,0,0,-25,0
2005,1,7,3,0,0,0,0,-38.5,0
2005,1,7,4,0,0,0,0,-50.1,0
2005,1,7,5,0,0,0,0,-59.2,0
2005,1,7,6,17,8,28,11,-67,5.4
2005,1,7,7,192,43,248,56,-73.5,17.5
2005,1,7,8,449,67,472,81,-80.1,30.1
2005,1,7,9,703,82,664,94,-86.5,42.9
2005,1,7,10,922,89,821,100,-94.4,55.8
2005,1,7,11,1090,91,938,99,-106.5,68.5
2005,1,7,12,1195,90,1011,97,-139.3,79.6
2005,1,7,13,1230,90,1041,97,137.6,79.3
2005,1,7,14,1194,90,1027,100,106.2,68.2
2005,1,7,15,1089,91,968,103,94.2,55.5
2005,1,7,16,920,89,869,104,86.3,42.6
2005,1,7,17,700,82,734,99,80,29.8
2005,1,7,18,446,67,579,85,73.4,17.2
2005,1,7,19,189,42,328,61,66.5,5
2005,1,7,20,17,8,7,7,59.1,0
2005,1,7,21,0,0,0,0,49.5,0
2005,1,7,22,0,0,0,0,38.3,0
2005,1,7,23,0,0,0,0,24.4,0
2005,1,7,24,0,0,0,0,8.2,0
2005,1,8,1,0,0,0,0,-8.5,0
2005,1,8,2,0,0,0,0,-25,0
2005,1,8,3,0,0,0,0,-38.5,0
2005,1,8,4,0,0,0,0,-50.1,0
2005,1,8,5,0,0,0,0,-59.2,0
2005,1,8,6,16,8,26,11,-67,5.2
2005,1,8,7,189,42,245,55,-73.5,17.4
2005,1,8,8,446,66,468,79,-80.2,30
2005,1,8,9,701,82,662,93,-86.5,42.8
2005,1,8,10,921,89,819,99,-94.5,55.7
2005,1,8,11,1090,90,936,99,-107,68.4
2005,1,8,12,1195,89,1010,96,-139.3,79.4
2005,1,8,13,1231,89,1040,96,138.4,79.3
2005,1,8,14,1195,89,1026,99,106.5,68.2
2005,1,8,15,1090,90,968,102,94.4,55.5
2005,1,8,16,922,89,868,103,86.5,42.6
2005,1,8,17,701,82,734,98,80.1,29.8
2005,1,8,18,447,67,579,84,73.5,17.2
2005,1,8,19,190,42,328,61,66.6,5.1
2005,1,8,20,17,8,7,7,59.1,0
2005,1,8,21,0,0,0,0,50,0
2005,1,8,22,0,0,0,0,38.4,0
2005,1,8,23,0,0,0,0,24.5,0
2005,1,8,24,0,0,0,0,8.3,0
2005,1,9,1,0,0,0,0,-8.4,0
2005,1,9,2,0,0,0,0,-24.6,0
2005,1,9,3,0,0,0,0,-38.5,0
2005,1,9,4,0,0,0,0,-50.1,0
2005,1,9,5,0,0,0,0,-59.2,0
2005,1,9,6,16,7,25,10,-67.1,5.1
2005,1,9,7,187,41,243,54,-73.6,17.2
2005,1,9,8,445,65,466,78,-80.2,29.8
2005,1,9,9,699,80,660,92,-86.6,42.6
2005,1,9,10,920,87,818,97,-94.6,55.5
2005,1,9,11,1090,88,935,97,-107.1,68.2
2005,1,9,12,1196,88,1009,95,-139.3,79.3
2005,1,9,13,1232,87,1040,94,139.4,79.3
2005,1,9,14,1197,88,1026,97,107.2,68.2
2005,1,9,15,1092,88,968,100,94.6,55.6
2005,1,9,16,924,87,868,101,87,42.7
2005,1,9,17,703,80,734,96,80.2,29.8
2005,1,9,18,449,65,580,83,73.6,17.2
2005,1,9,19,191,41,329,60,67.1,5.1
2005,1,9,20,17,8,7,7,59.2,0
2005,1,9,21,0,0,0,0,50.1,0
2005,1,9,22,0,0,0,0,38.5,0
2005,1,9,23,0,0,0,0,24.6,0
2005,1,9,24,0,0,0,0,8.4,0
2005,1,10,1,0,0,0,0,-8.3,0
2005,1,10,2,0,0,0,0,-24.6,0
2005,1,10,3,0,0,0,0,-38.5,0
2005,1,10,4,0,0,0,0,-50.1,0
2005,1,10,5,0,0,0,0,-59.3,0
2005,1,10,6,15,7,24,10,-67.1,4.9
2005,1,10,7,184,40,240,53,-74,17.1
2005,1,10,8,442,64,463,76,-80.3,29.7
2005,1,10,9,698,79,657,91,-87.1,42.5
2005,1,10,10,919,86,816,96,-95,55.4
2005,1,10,11,1089,87,934,96,-107.3,68.1
2005,1,10,12,1196,86,1008,93,-139.4,79.1
2005,1,10,13,1233,86,1039,93,140.3,79.2
2005,1,10,14,1198,86,1025,96,107.4,68.2
2005,1,10,15,1093,87,967,99,95.1,55.6
2005,1,10,16,925,86,868,100,87.1,42.7
2005,1,10,17,705,79,734,95,80.3,29.9
2005,1,10,18,450,65,579,82,74.1,17.3
2005,1,10,19,192,41,330,59,67.2,5.1
2005,1,10,20,17,8,7,7,59.3,0
2005,1,10,21,0,0,0,0,50.2,0
2005,1,10,22,0,0,0,0,39,0
2005,1,10,23,0,0,0,0,25.1,0
2005,1,10,24,0,0,0,0,8.5,0
2005,1,11,1,0,0,0,0,-8.3,0
2005,1,11,2,0,0,0,0,-24.5,0
2005,1,11,3,0,0,0,0,-38.5,0
2005,1,11,4,0,0,0,0,-50.2,0
2005,1,11,5,0,0,0,0,-59.3,0
2005,1,11,6,14,7,22,10,-67.2,4.8
2005,1,11,7,178,43,231,56,-74.1,16.9
2005,1,11,8,434,69,455,83,-80.4,29.5
2005,1,11,9,688,86,649,97,-87.2,42.4
2005,1,11,10,910,93,807,103,-95.2,55.3
2005,1,11,11,1080,95,925,103,-107.4,67.9
2005,1,11,12,1187,95,999,101,-139.4,78.9
2005,1,11,13,1224,94,1030,101,141.2,79.1
2005,1,11,14,1190,95,1017,104,108.1,68.3
2005,1,11,15,1086,95,960,107,95.3,55.6
2005,1,11,16,919,94,861,108,87.3,42.7
2005,1,11,17,699,86,726,102,80.5,29.9
2005,1,11,18,445,70,570,88,74.2,17.3
2005,1,11,19,189,44,321,63,67.3,5.1
2005,1,11,20,17,8,8,8,59.5,0
2005,1,11,21,0,0,0,0,50.3,0
2005,1,11,22,0,0,0,0,39.1,0
2005,1,11,23,0,0,0,0,25.2,0
2005,1,11,24,0,0,0,0,8.6,0
2005,1,12,1,0,0,0,0,-8.2,0
2005,1,12,2,0,0,0,0,-24.5,0
2005,1,12,3,0,0,0,0,-38.5,0
2005,1,12,4,0,0,0,0,-50.2,0
2005,1,12,5,0,0,0,0,-59.4,0
2005,1,12,6,13,7,20,9,-67.2,4.6
2005,1,12,7,175,43,227,55,-74.1,16.8
2005,1,12,8,430,69,451,83,-80.4,29.4
2005,1,12,9,685,86,645,98,-87.2,42.2
2005,1,12,10,907,94,804,104,-95.3,55.1
2005,1,12,11,1078,96,922,104,-107.6,67.8
2005,1,12,12,1185,95,997,101,-139.5,78.7
2005,1,12,13,1223,95,1028,101,142.1,79.1
2005,1,12,14,1189,95,1015,104,108.4,68.3
2005,1,12,15,1085,96,958,107,95.5,55.6
2005,1,12,16,918,94,859,108,87.4,42.7
2005,1,12,17,699,87,724,103,80.6,29.9
2005,1,12,18,445,71,568,88,74.3,17.3
2005,1,12,19,188,44,319,63,67.4,5.1
2005,1,12,20,17,8,8,8,59.6,0
2005,1,12,21,0,0,0,0,50.4,0
2005,1,12,22,0,0,0,0,39.2,0
2005,1,12,23,0,0,0,0,25.3,0
2005,1,12,24,0,0,0,0,9.1,0
2005,1,13,1,0,0,0,0,-8.2,0
2005,1,13,2,0,0,0,0,-24.5,0
2005,1,13,3,0,0,0,0,-38.6,0
2005,1,13,4,0,0,0,0,-50.2,0
2005,1,13,5,0,0,0,0,-59.4,0
2005,1,13,6,12,6,19,9,-67.3,4.4
2005,1,13,7,170,44,221,57,-74.2,16.6
2005,1,13,8,424,72,445,86,-80.5,29.2
2005,1,13,9,679,90,639,102,-87.3,42.1
2005,1,13,10,901,99,798,108,-95.4,55
2005,1,13,11,1071,101,916,108,-108.1,67.6
2005,1,13,12,1179,101,991,106,-139.5,78.6
2005,1,13,13,1217,100,1022,106,143,79
2005,1,13,14,1184,101,1010,109,109.1,68.3
2005,1,13,15,1081,101,952,112,96.1,55.7
2005,1,13,16,914,99,853,113,87.6,42.8
2005,1,13,17,695,91,719,107,81.1,29.9
2005,1,13,18,442,74,561,91,74.4,17.3
2005,1,13,19,186,46,313,65,67.5,5.1
2005,1,13,20,16,8,8,8,60.1,0
2005,1,13,21,0,0,0,0,50.5,0
2005,1,13,22,0,0,0,0,39.4,0
2005,1,13,23,0,0,0,0,25.4,0
2005,1,13,24,0,0,0,0,9.1,0
2005,1,14,1,0,0,0,0,-8.1,0
2005,1,14,2,0,0,0,0,-24.5,0
2005,1,14,3,0,0,0,0,-38.6,0
2005,1,14,4,0,0,0,0,-50.3,0
2005,1,14,5,0,0,0,0,-59.5,0
2005,1,14,6,11,6,18,8,-67.3,4.3
2005,1,14,7,170,41,221,53,-74.3,16.5
2005,1,14,8,426,67,446,80,-80.6,29.1
2005,1,14,9,681,84,640,95,-87.4,41.9
2005,1,14,10,905,92,799,101,-95.5,54.8
2005,1,14,11,1076,94,918,101,-108.3,67.5
2005,1,14,12,1185,93,994,99,-140,78.4
2005,1,14,13,1224,92,1025,99,143.5,78.9
2005,1,14,14,1191,93,1013,102,109.4,68.3
2005,1,14,15,1088,94,956,105,96.3,55.7
2005,1,14,16,921,92,857,106,88.1,42.8
2005,1,14,17,701,85,723,100,81.2,29.9
2005,1,14,18,447,69,567,86,74.5,17.3
2005,1,14,19,189,44,319,62,68,5.1
2005,1,14,20,16,8,7,7,60.2,0
2005,1,14,21,0,0,0,0,51.1,0
2005,1,14,22,0,0,0,0,39.5,0
2005,1,14,23,0,0,0,0,25.5,0
2005,1,14,24,0,0,0,0,9.2,0
2005,1,15,1,0,0,0,0,-8.1,0
2005,1,15,2,0,0,0,0,-24.5,0
2005,1,15,3,0,0,0,0,-38.6,0
2005,1,15,4,0,0,0,0,-50.3,0
2005,1,15,5,0,0,0,0,-59.5,0
2005,1,15,6,10,5,17,7,-67.4,4.1
2005,1,15,7,170,37,222,49,-74.4,16.3
2005,1,15,8,428,61,447,73,-81.1,28.9
2005,1,15,9,686,76,642,87,-87.5,41.8
2005,1,15,10,910,83,802,93,-96,54.7
2005,1,15,11,1083,84,922,93,-108.5,67.3
2005,1,15,12,1193,84,998,91,-140.1,78.2
2005,1,15,13,1232,83,1030,91,144.4,78.8
2005,1,15,14,1199,84,1018,93,110.1,68.2
2005,1,15,15,1096,84,961,96,96.5,55.7
2005,1,15,16,929,83,862,97,88.3,42.8
2005,1,15,17,709,77,728,92,81.4,29.9
2005,1,15,18,453,63,574,79,75.1,17.3
2005,1,15,19,193,40,325,55,68.1,5
2005,1,15,20,17,7,7,7,60.3,0
2005,1,15,21,0,0,0,0,51.2,0
2005,1,15,22,0,0,0,0,39.6,0
2005,1,15,23,0,0,0,0,26,0
2005,1,15,24,0,0,0,0,9.3,0
2005,1,16,1,0,0,0,0,-8,0
2005,1,16,2,0,0,0,0,-24.5,0
2005,1,16,3,0,0,0,0,-39,0
2005,1,16,4,0,0,0,0,-50.3,0
2005,1,16,5,0,0,0,0,-59.6,0
2005,1,16,6,10,5,16,7,-67.5,4
2005,1,16,7,167,37,218,49,-74.4,16.2
2005,1,16,8,425,61,443,73,-81.2,28.8
2005,1,16,9,683,76,638,87,-88.1,41.6
2005,1,16,10,908,83,799,93,-96.2,54.5
2005,1,16,11,1081,85,919,93,-109,67.1
2005,1,16,12,1191,84,995,91,-140.3,78
2005,1,16,13,1231,83,1027,91,145.4,78.7
2005,1,16,14,1199,84,1015,93,110.4,68.2
2005,1,16,15,1096,85,958,96,97.1,55.7
2005,1,16,16,929,83,859,97,88.4,42.8
2005,1,16,17,709,77,726,92,81.5,29.9
2005,1,16,18,453,63,571,79,75.2,17.3
2005,1,16,19,193,40,323,55,68.3,5
2005,1,16,20,17,7,7,7,60.4,0
2005,1,16,21,0,0,0,0,51.3,0
2005,1,16,22,0,0,0,0,40.1,0
2005,1,16,23,0,0,0,0,26.1,0
2005,1,16,24,0,0,0,0,9.4,0
2005,1,17,1,0,0,0,0,-8,0
2005,1,17,2,0,0,0,0,-24.5,0
2005,1,17,3,0,0,0,0,-39.1,0
2005,1,17,4,0,0,0,0,-50.4,0
2005,1,17,5,0,0,0,0,-60,0
2005,1,17,6,9,5,14,7,-67.5,3.8
2005,1,17,7,163,38,213,50,-74.5,16
2005,1,17,8,420,63,437,75,-81.3,28.6
2005,1,17,9,677,78,632,90,-88.2,41.5
2005,1,17,10,902,86,793,96,-96.3,54.4
2005,1,17,11,1076,88,913,96,-109.2,67
2005,1,17,12,1186,87,990,94,-140.4,77.8
2005,1,17,13,1227,87,1022,94,146.3,78.6
2005,1,17,14,1195,87,1010,96,111.2,68.2
2005,1,17,15,1092,88,954,99,97.3,55.7
2005,1,17,16,926,86,855,100,89,42.8
2005,1,17,17,706,80,721,95,82.1,29.9
2005,1,17,18,451,65,566,82,75.3,17.3
2005,1,17,19,191,41,320,59,68.4,5
2005,1,17,20,16,8,7,7,60.5,0
2005,1,17,21,0,0,0,0,51.4,0
2005,1,17,22,0,0,0,0,40.2,0
2005,1,17,23,0,0,0,0,26.2,0
2005,1,17,24,0,0,0,0,9.5,0
2005,1,18,1,0,0,0,0,-7.6,0
2005,1,18,2,0,0,0,0,-24.5,0
2005,1,18,3,0,0,0,0,-39.1,0
2005,1,18,4,0,0,0,0,-50.4,0
2005,1,18,5,0,0,0,0,-60.1,0
2005,1,18,6,8,4,13,6,-68,3.6
2005,1,18,7,159,38,208,49,-74.6,15.9
2005,1,18,8,416,63,433,76,-81.4,28.5
2005,1,18,9,673,79,628,90,-88.3,41.3
2005,1,18,10,899,87,789,96,-96.5,54.2
2005,1,18,11,1073,89,909,97,-109.4,66.8
2005,1,18,12,1184,88,986,95,-140.5,77.6
2005,1,18,13,1225,88,1019,94,147.2,78.4
2005,1,18,14,1193,88,1007,97,111.5,68.2
2005,1,18,15,1091,89,951,100,97.6,55.7
2005,1,18,16,925,87,852,101,89.2,42.8
2005,1,18,17,705,80,718,96,82.2,29.9
2005,1,18,18,450,66,562,82,75.4,17.3
2005,1,18,19,190,42,317,59,68.5,5
2005,1,18,20,16,8,7,7,61.1,0
2005,1,18,21,0,0,0,0,51.5,0
2005,1,18,22,0,0,0,0,40.3,0
2005,1,18,23,0,0,0,0,26.3,0
2005,1,18,24,0,0,0,0,9.6,0
2005,1,19,1,0,0,0,0,-7.5,0
2005,1,19,2,0,0,0,0,-24.5,0
2005,1,19,3,0,0,0,0,-39.1,0
2005,1,19,4,0,0,0,0,-50.5,0
2005,1,19,5,0,0,0,0,-60.2,0
2005,1,19,6,7,4,12,6,-68.1,3.4
2005,1,19,7,155,38,203,49,-75.1,15.7
2005,1,19,8,411,64,427,77,-81.5,28.3
2005,1,19,9,669,81,623,92,-88.4,41.2
2005,1,19,10,895,89,784,98,-97,54.1
2005,1,19,11,1069,91,905,99,-110,66.6
2005,1,19,12,1181,90,981,96,-141.1,77.4
2005,1,19,13,1222,90,1014,96,148.1,78.3
2005,1,19,14,1191,90,1003,99,112.2,68.1
2005,1,19,15,1089,91,946,102,98.2,55.7
2005,1,19,16,923,89,848,103,89.4,42.8
2005,1,19,17,703,82,714,97,82.4,29.9
2005,1,19,18,448,67,558,83,75.6,17.2
2005,1,19,19,188,42,313,60,69,4.9
2005,1,19,20,16,7,7,7,61.2,0
2005,1,19,21,0,0,0,0,52.1,0
2005,1,19,22,0,0,0,0,40.5,0
2005,1,19,23,0,0,0,0,26.4,0
2005,1,19,24,0,0,0,0,10,0
2005,1,20,1,0,0,0,0,-7.5,0
2005,1,20,2,0,0,0,0,-24.5,0
2005,1,20,3,0,0,0,0,-39.2,0
2005,1,20,4,0,0,0,0,-50.6,0
2005,1,20,5,0,0,0,0,-60.2,0
2005,1,20,6,6,4,10,6,-68.2,3.3
2005,1,20,7,149,41,194,52,-75.2,15.5
2005,1,20,8,402,70,418,82,-81.6,28.2
2005,1,20,9,659,88,613,99,-88.5,41
2005,1,20,10,884,97,775,106,-97.2,53.9
2005,1,20,11,1059,100,895,107,-110.3,66.5
2005,1,20,12,1170,100,972,105,-141.2,77.2
2005,1,20,13,1212,99,1005,104,148.5,78.1
2005,1,20,14,1181,100,994,107,112.6,68.1
2005,1,20,15,1080,100,938,111,98.4,55.6
2005,1,20,16,914,98,839,111,89.5,42.8
2005,1,20,17,696,90,704,105,82.5,29.9
2005,1,20,18,441,73,547,90,76.1,17.2
2005,1,20,19,184,46,303,63,69.2,4.9
2005,1,20,20,15,8,7,7,61.3,0
2005,1,20,21,0,0,0,0,52.2,0
2005,1,20,22,0,0,0,0,40.6,0
2005,1,20,23,0,0,0,0,26.6,0
2005,1,20,24,0,0,0,0,10.1,0
2005,1,21,1,0,0,0,0,-7.5,0
2005,1,21,2,0,0,0,0,-24.5,0
2005,1,21,3,0,0,0,0,-39.2,0
2005,1,21,4,0,0,0,0,-51,0
2005,1,21,5,0,0,0,0,-60.3,0
2005,1,21,6,6,4,8,4,-68.3,3.1
2005,1,21,7,145,41,189,53,-75.3,15.4
2005,1,21,8,397,71,412,84,-82.1,28
2005,1,21,9,654,90,608,101,-89.1,40.9
2005,1,21,10,880,100,769,109,-97.4,53.8
2005,1,21,11,1054,103,890,109,-110.5,66.3
2005,1,21,12,1166,103,967,107,-141.4,76.9
2005,1,21,13,1208,102,1000,107,149.4,78
2005,1,21,14,1178,102,989,110,113.3,68
2005,1,21,15,1077,103,933,113,99.1,55.6
2005,1,21,16,912,101,835,114,90.1,42.8
2005,1,21,17,693,92,699,107,83.1,29.9
2005,1,21,18,439,75,541,91,76.3,17.2
2005,1,21,19,182,46,298,64,69.3,4.8
2005,1,21,20,15,8,7,7,61.4,0
2005,1,21,21,0,0,0,0,52.3,0
2005,1,21,22,0,0,0,0,41.1,0
2005,1,21,23,0,0,0,0,27.1,0
2005,1,21,24,0,0,0,0,10.2,0
2005,1,22,1,0,0,0,0,-7.4,0
2005,1,22,2,0,0,0,0,-24.5,0
2005,1,22,3,0,0,0,0,-39.3,0
2005,1,22,4,0,0,0,0,-51.1,0
2005,1,22,5,0,0,0,0,-60.4,0
2005,1,22,6,5,3,8,5,-68.4,2.9
2005,1,22,7,144,38,188,49,-75.4,15.2
2005,1,22,8,398,66,412,78,-82.2,27.9
2005,1,22,9,657,84,608,95,-89.2,40.7
2005,1,22,10,884,92,770,102,-97.5,53.6
2005,1,22,11,1059,95,891,102,-111.1,66.1
2005,1,22,12,1172,95,969,100,-141.6,76.7
2005,1,22,13,1214,94,1002,100,150.3,77.8
2005,1,22,14,1184,95,991,103,114.1,68
2005,1,22,15,1083,95,935,106,99.3,55.6
2005,1,22,16,917,93,837,106,90.3,42.7
2005,1,22,17,698,86,702,101,83.2,29.8
2005,1,22,18,443,70,545,86,76.4,17.1
2005,1,22,19,184,44,302,61,69.4,4.8
2005,1,22,20,15,7,7,7,61.6,0
2005,1,22,21,0,0,0,0,52.5,0
2005,1,22,22,0,0,0,0,41.2,0
2005,1,22,23,0,0,0,0,27.2,0
2005,1,22,24,0,0,0,0,10.3,0
2005,1,23,1,0,0,0,0,-7.4,0
2005,1,23,2,0,0,0,0,-24.5,0
2005,1,23,3,0,0,0,0,-39.3,0
2005,1,23,4,0,0,0,0,-51.2,0
2005,1,23,5,0,0,0,0,-60.5,0
2005,1,23,6,5,2,8,3,-68.5,2.7
2005,1,23,7,151,29,198,38,-75.5,15
2005,1,23,8,412,49,424,59,-82.3,27.7
2005,1,23,9,675,61,621,72,-89.4,40.6
2005,1,23,10,904,67,783,77,-98.1,53.5
2005,1,23,11,1083,68,906,77,-111.3,66
2005,1,23,12,1197,68,985,76,-142.2,76.5
2005,1,23,13,1241,67,1019,76,151.1,77.6
2005,1,23,14,1210,67,1008,78,114.5,67.9
2005,1,23,15,1108,68,951,80,99.6,55.5
2005,1,23,16,941,67,852,81,90.5,42.7
2005,1,23,17,719,62,719,77,83.4,29.8
2005,1,23,18,461,51,567,66,76.6,17.1
2005,1,23,19,195,33,324,46,69.6,4.7
2005,1,23,20,15,6,6,6,62.1,0
2005,1,23,21,0,0,0,0,52.6,0
2005,1,23,22,0,0,0,0,41.4,0
2005,1,23,23,0,0,0,0,27.3,0
2005,1,23,24,0,0,0,0,10.4,0
2005,1,24,1,0,0,0,0,-7.4,0
2005,1,24,2,0,0,0,0,-24.6,0
2005,1,24,3,0,0,0,0,-39.4,0
2005,1,24,4,0,0,0,0,-51.2,0
2005,1,24,5,0,0,0,0,-60.6,0
2005,1,24,6,4,2,7,3,-68.6,2.6
2005,1,24,7,146,30,191,40,-75.6,14.9
2005,1,24,8,405,51,416,62,-82.4,27.6
2005,1,24,9,668,65,613,76,-89.5,40.4
2005,1,24,10,897,71,776,81,-98.3,53.3
