Year,Month,Day,Hour,Global_radiation_horizontal,Diffuse_radiation_horizontal,Global_radiation_tilted_plane,Diffuse_radiation_tilted_plane,Solar_azimuth,Height_of_sun
2005,4,10,22,0,0,0,0,63.4,0
2005,4,10,23,0,0,0,0,45.3,0
2005,4,10,24,0,0,0,0,15.6,0
2005,4,11,1,0,0,0,0,-21.4,0
2005,4,11,2,0,0,0,0,-49.2,0
2005,4,11,3,0,0,0,0,-66.1,0
2005,4,11,4,0,0,0,0,-77.3,0
2005,4,11,5,0,0,0,0,-86.1,0
2005,4,11,6,0,0,0,0,-93.5,0
2005,4,11,7,6,3,4,3,-101.2,3.3
2005,4,11,8,153,35,71,30,-109.4,15.7
2005,4,11,9,394,57,212,56,-119.2,27.5
2005,4,11,10,616,71,343,70,-131.6,38
2005,4,11,11,787,78,444,75,-148.4,46.3
2005,4,11,12,892,80,506,78,-170,50.9
2005,4,11,13,924,80,523,79,166.3,50.5
2005,4,11,14,881,80,494,79,145.4,45.2
2005,4,11,15,766,77,420,76,129.4,36.4
2005,4,11,16,588,70,303,69,117.4,25.7
2005,4,11,17,361,55,148,53,108.1,13.8
2005,4,11,18,122,30,55,29,100.1,1.3
2005,4,11,19,1,1,1,1,92.4,0
2005,4,11,20,0,0,0,0,84.5,0
2005,4,11,21,0,0,0,0,75.5,0
2005,4,11,22,0,0,0,0,64,0
2005,4,11,23,0,0,0,0,45.5,0
2005,4,11,24,0,0,0,0,16,0
2005,4,12,1,0,0,0,0,-22,0
2005,4,12,2,0,0,0,0,-49.6,0
2005,4,12,3,0,0,0,0,-66.4,0
2005,4,12,4,0,0,0,0,-77.5,0
2005,4,12,5,0,0,0,0,-86.3,0
2005,4,12,6,0,0,0,0,-94.1,0
2005,4,12,7,6,3,3,3,-101.4,3.1
2005,4,12,8,152,32,68,28,-109.6,15.6
2005,4,12,9,395,53,208,53,-119.5,27.3
2005,4,12,10,616,66,338,65,-132.2,37.7
2005,4,12,11,787,72,439,71,-148.6,46
2005,4,12,12,892,74,500,73,-170.1,50.5
2005,4,12,13,923,75,517,74,166.3,50.1
2005,4,12,14,880,74,487,74,145.5,44.8
2005,4,12,15,765,71,412,72,129.6,36.1
2005,4,12,16,586,65,295,65,117.6,25.4
2005,4,12,17,358,51,139,49,108.3,13.5
2005,4,12,18,119,28,49,27,100.3,1
2005,4,12,19,1,1,1,1,92.5,0
2005,4,12,20,0,0,0,0,85.1,0
2005,4,12,21,0,0,0,0,76.1,0
2005,4,12,22,0,0,0,0,64.3,0
2005,4,12,23,0,0,0,0,46.2,0
2005,4,12,24,0,0,0,0,16,0
2005,4,13,1,0,0,0,0,-22.3,0
2005,4,13,2,0,0,0,0,-50.3,0
2005,4,13,3,0,0,0,0,-67.1,0
2005,4,13,4,0,0,0,0,-78.2,0
2005,4,13,5,0,0,0,0,-86.5,0
2005,4,13,6,0,0,0,0,-94.3,0
2005,4,13,7,5,3,3,2,-102,3
2005,4,13,8,150,31,65,27,-110.2,15.4
2005,4,13,9,392,52,203,51,-120.1,27.1
2005,4,13,10,613,64,333,64,-132.4,37.5
2005,4,13,11,783,70,433,69,-149.2,45.7
2005,4,13,12,888,72,493,71,-170.3,50.2
2005,4,13,13,919,73,510,72,166.3,49.7
2005,4,13,14,876,72,480,72,146,44.5
2005,4,13,15,760,70,405,70,130.1,35.8
2005,4,13,16,581,63,287,63,118.1,25.1
2005,4,13,17,354,49,130,47,108.5,13.3
2005,4,13,18,115,27,44,26,100.4,0.8
2005,4,13,19,1,0,0,0,93.1,0
2005,4,13,20,0,0,0,0,85.3,0
2005,4,13,21,0,0,0,0,76.3,0
2005,4,13,22,0,0,0,0,64.5,0
2005,4,13,23,0,0,0,0,46.4,0
2005,4,13,24,0,0,0,0,16.1,0
2005,4,14,1,0,0,0,0,-22.6,0
2005,4,14,2,0,0,0,0,-51.1,0
2005,4,14,3,0,0,0,0,-67.4,0
2005,4,14,4,0,0,0,0,-78.4,0
2005,4,14,5,0,0,0,0,-87.2,0
2005,4,14,6,0,0,0,0,-94.5,0
2005,4,14,7,5,3,3,2,-102.2,2.9
2005,4,14,8,141,37,61,30,-110.4,15.3
2005,4,14,9,377,63,193,55,-120.3,26.9
2005,4,14,10,596,78,325,75,-133,37.3
2005,4,14,11,764,86,424,82,-149.3,45.4
2005,4,14,12,867,89,483,84,-170.4,49.8
2005,4,14,13,898,89,499,85,166.3,49.3
2005,4,14,14,855,89,470,85,146.1,44.1
2005,4,14,15,740,85,396,82,130.3,35.5
2005,4,14,16,562,76,279,74,118.3,24.8
2005,4,14,17,338,59,124,55,109,13
2005,4,14,18,106,31,40,27,100.6,0.5
2005,4,14,19,0,0,0,0,93.3,0
2005,4,14,20,0,0,0,0,85.5,0
2005,4,14,21,0,0,0,0,76.6,0
2005,4,14,22,0,0,0,0,65.1,0
2005,4,14,23,0,0,0,0,46.6,0
2005,4,14,24,0,0,0,0,16.1,0
2005,4,15,1,0,0,0,0,-23.3,0
2005,4,15,2,0,0,0,0,-51.4,0
2005,4,15,3,0,0,0,0,-68.1,0
2005,4,15,4,0,0,0,0,-79.1,0
2005,4,15,5,0,0,0,0,-87.4,0
2005,4,15,6,0,0,0,0,-95.1,0
2005,4,15,7,4,3,3,2,-102.4,2.7
2005,4,15,8,139,36,58,29,-111,15.1
2005,4,15,9,375,61,188,54,-120.5,26.7
2005,4,15,10,593,76,320,73,-133.2,37
2005,4,15,11,761,84,418,80,-149.5,45.1
2005,4,15,12,864,87,477,83,-170.5,49.5
2005,4,15,13,894,88,493,84,166.3,49
2005,4,15,14,851,87,463,83,146.2,43.8
2005,4,15,15,735,83,388,81,130.4,35.2
2005,4,15,16,557,74,271,72,118.5,24.5
2005,4,15,17,333,57,116,53,109.2,12.8
2005,4,15,18,102,30,34,26,101.2,0.3
2005,4,15,19,0,0,0,0,93.5,0
2005,4,15,20,0,0,0,0,86.1,0
2005,4,15,21,0,0,0,0,77.2,0
2005,4,15,22,0,0,0,0,65.3,0
2005,4,15,23,0,0,0,0,47.2,0
2005,4,15,24,0,0,0,0,16.1,0
2005,4,16,1,0,0,0,0,-23.6,0
2005,4,16,2,0,0,0,0,-52.2,0
2005,4,16,3,0,0,0,0,-68.4,0
2005,4,16,4,0,0,0,0,-79.3,0
2005,4,16,5,0,0,0,0,-88,0
2005,4,16,6,0,0,0,0,-95.3,0
2005,4,16,7,4,2,3,2,-103.1,2.6
2005,4,16,8,135,37,56,30,-111.2,14.9
2005,4,16,9,367,65,184,57,-121.1,26.5
2005,4,16,10,584,82,314,77,-133.4,36.8
2005,4,16,11,750,90,411,85,-150.1,44.8
2005,4,16,12,852,93,469,88,-170.6,49.1
2005,4,16,13,883,94,484,89,166.3,48.6
2005,4,16,14,839,93,455,88,146.3,43.4
2005,4,16,15,724,89,380,85,130.5,34.9
2005,4,16,16,547,79,264,76,119,24.3
2005,4,16,17,323,61,109,55,109.3,12.5
2005,4,16,18,96,31,31,26,101.3,0.1
2005,4,16,19,0,0,0,0,94,0
2005,4,16,20,0,0,0,0,86.2,0
2005,4,16,21,0,0,0,0,77.4,0
2005,4,16,22,0,0,0,0,65.6,0
2005,4,16,23,0,0,0,0,47.4,0
2005,4,16,24,0,0,0,0,16.2,0
2005,4,17,1,0,0,0,0,-24.3,0
2005,4,17,2,0,0,0,0,-52.5,0
2005,4,17,3,0,0,0,0,-69.1,0
2005,4,17,4,0,0,0,0,-79.6,0
2005,4,17,5,0,0,0,0,-88.2,0
2005,4,17,6,0,0,0,0,-95.5,0
2005,4,17,7,4,2,2,2,-103.3,2.5
2005,4,17,8,134,35,53,27,-111.4,14.8
2005,4,17,9,368,60,179,52,-121.3,26.3
2005,4,17,10,585,75,309,72,-134,36.6
2005,4,17,11,752,83,406,79,-150.3,44.5
2005,4,17,12,854,86,464,81,-171.1,48.8
2005,4,17,13,884,86,479,82,166.3,48.3
2005,4,17,14,839,85,448,82,146.4,43.1
2005,4,17,15,724,82,373,79,131.1,34.6
2005,4,17,16,546,73,256,70,119.2,24
2005,4,17,17,322,56,99,51,109.5,12.2
2005,4,17,18,94,28,26,25,101.5,0
2005,4,17,19,0,0,0,0,94.2,0
2005,4,17,20,0,0,0,0,86.4,0
2005,4,17,21,0,0,0,0,77.6,0
2005,4,17,22,0,0,0,0,66.2,0
2005,4,17,23,0,0,0,0,48.1,0
2005,4,17,24,0,0,0,0,16.2,0
2005,4,18,1,0,0,0,0,-24.6,0
2005,4,18,2,0,0,0,0,-53.2,0
2005,4,18,3,0,0,0,0,-69.4,0
2005,4,18,4,0,0,0,0,-80.2,0
2005,4,18,5,0,0,0,0,-88.4,0
2005,4,18,6,0,0,0,0,-96.1,0
2005,4,18,7,3,2,2,2,-103.5,2.3
2005,4,18,8,132,34,50,26,-112,14.6
2005,4,18,9,365,59,175,51,-121.5,26.1
2005,4,18,10,582,74,304,70,-134.2,36.3
2005,4,18,11,748,81,400,77,-150.5,44.2
2005,4,18,12,849,84,457,80,-171.2,48.4
2005,4,18,13,879,85,472,81,166.3,47.9
2005,4,18,14,835,84,441,81,146.5,42.7
2005,4,18,15,719,80,365,78,131.2,34.2
2005,4,18,16,541,71,248,69,119.3,23.7
2005,4,18,17,318,55,91,50,110.1,12
2005,4,18,18,90,27,23,23,102,0
2005,4,18,19,0,0,0,0,94.4,0
2005,4,18,20,0,0,0,0,87,0
2005,4,18,21,0,0,0,0,78.2,0
2005,4,18,22,0,0,0,0,66.4,0
2005,4,18,23,0,0,0,0,48.3,0
2005,4,18,24,0,0,0,0,16.3,0
2005,4,19,1,0,0,0,0,-25.3,0
2005,4,19,2,0,0,0,0,-53.6,0
2005,4,19,3,0,0,0,0,-70.1,0
2005,4,19,4,0,0,0,0,-80.5,0
2005,4,19,5,0,0,0,0,-89.1,0
2005,4,19,6,0,0,0,0,-96.3,0
2005,4,19,7,3,2,2,2,-104,2.2
2005,4,19,8,127,36,48,28,-112.2,14.5
2005,4,19,9,356,64,170,55,-122.1,26
2005,4,19,10,570,81,298,76,-134.4,36.1
2005,4,19,11,735,90,393,84,-151,43.9
2005,4,19,12,836,93,450,87,-171.3,48.1
2005,4,19,13,865,94,464,88,166.3,47.5
2005,4,19,14,821,93,433,88,146.6,42.4
2005,4,19,15,706,88,358,84,131.3,33.9
2005,4,19,16,529,78,241,74,119.5,23.4
2005,4,19,17,307,59,85,53,110.2,11.7
2005,4,19,18,85,28,24,24,102.2,0
2005,4,19,19,0,0,0,0,94.5,0
2005,4,19,20,0,0,0,0,87.2,0
2005,4,19,21,0,0,0,0,78.4,0
2005,4,19,22,0,0,0,0,67.1,0
2005,4,19,23,0,0,0,0,48.5,0
2005,4,19,24,0,0,0,0,16.3,0
2005,4,20,1,0,0,0,0,-25.6,0
2005,4,20,2,0,0,0,0,-54.3,0
2005,4,20,3,0,0,0,0,-70.4,0
2005,4,20,4,0,0,0,0,-81.1,0
2005,4,20,5,0,0,0,0,-89.3,0
2005,4,20,6,0,0,0,0,-96.6,0
2005,4,20,7,3,2,2,2,-104.2,2.1
2005,4,20,8,127,33,45,25,-112.4,14.3
2005,4,20,9,357,59,166,51,-122.3,25.8
2005,4,20,10,572,74,293,70,-135,35.9
2005,4,20,11,737,82,388,77,-151.2,43.6
2005,4,20,12,838,85,444,80,-171.4,47.8
2005,4,20,13,867,85,458,81,166.3,47.2
2005,4,20,14,822,84,426,81,147.1,42.1
2005,4,20,15,706,80,351,77,131.5,33.6
2005,4,20,16,529,71,233,68,120,23.2
2005,4,20,17,306,54,75,48,110.4,11.5
2005,4,20,18,83,25,22,22,102.4,0
2005,4,20,19,0,0,0,0,95.1,0
2005,4,20,20,0,0,0,0,87.4,0
2005,4,20,21,0,0,0,0,79,0
2005,4,20,22,0,0,0,0,67.3,0
2005,4,20,23,0,0,0,0,49.2,0
2005,4,20,24,0,0,0,0,16.4,0
2005,4,21,1,0,0,0,0,-26.3,0
2005,4,21,2,0,0,0,0,-55.1,0
2005,4,21,3,0,0,0,0,-71.1,0
2005,4,21,4,0,0,0,0,-81.4,0
2005,4,21,5,0,0,0,0,-89.5,0
2005,4,21,6,0,0,0,0,-97.1,0
2005,4,21,7,2,2,1,1,-104.4,1.9
2005,4,21,8,121,36,43,27,-112.6,14.2
2005,4,21,9,347,65,162,56,-122.5,25.6
2005,4,21,10,559,83,287,77,-135.2,35.6
2005,4,21,11,723,92,381,85,-151.4,43.3
2005,4,21,12,823,96,436,89,-171.5,47.4
2005,4,21,13,851,96,450,90,166.4,46.8
2005,4,21,14,807,95,419,89,147.2,41.7
2005,4,21,15,691,90,343,85,132,33.4
2005,4,21,16,515,80,227,74,120.2,22.9
2005,4,21,17,295,60,71,52,110.5,11.3
2005,4,21,18,77,27,23,23,102.5,0
2005,4,21,19,0,0,0,0,95.3,0
2005,4,21,20,0,0,0,0,87.6,0
2005,4,21,21,0,0,0,0,79.2,0
2005,4,21,22,0,0,0,0,67.6,0
2005,4,21,23,0,0,0,0,49.4,0
2005,4,21,24,0,0,0,0,16.4,0
2005,4,22,1,0,0,0,0,-26.6,0
2005,4,22,2,0,0,0,0,-55.4,0
2005,4,22,3,0,0,0,0,-71.4,0
2005,4,22,4,0,0,0,0,-82,0
2005,4,22,5,0,0,0,0,-90.1,0
2005,4,22,6,0,0,0,0,-97.3,0
2005,4,22,7,2,1,1,1,-105,1.8
2005,4,22,8,118,37,41,27,-113.2,14
2005,4,22,9,342,66,158,56,-123.1,25.4
2005,4,22,10,553,85,276,72,-135.4,35.4
2005,4,22,11,716,94,375,87,-151.5,43.1
2005,4,22,12,815,98,430,90,-171.5,47.1
2005,4,22,13,844,99,443,91,166.4,46.5
2005,4,22,14,799,97,411,91,147.3,41.4
2005,4,22,15,684,92,336,87,132.1,33.1
2005,4,22,16,507,81,216,71,120.3,22.6
2005,4,22,17,288,61,64,52,111.1,11
2005,4,22,18,73,26,22,22,103.1,0
2005,4,22,19,0,0,0,0,95.5,0
2005,4,22,20,0,0,0,0,88.2,0
2005,4,22,21,0,0,0,0,79.4,0
2005,4,22,22,0,0,0,0,68.2,0
2005,4,22,23,0,0,0,0,50.1,0
2005,4,22,24,0,0,0,0,16.5,0
2005,4,23,1,0,0,0,0,-27.3,0
2005,4,23,2,0,0,0,0,-56.2,0
2005,4,23,3,0,0,0,0,-72,0
2005,4,23,4,0,0,0,0,-82.2,0
2005,4,23,5,0,0,0,0,-90.3,0
2005,4,23,6,0,0,0,0,-97.5,0
2005,4,23,7,2,1,1,1,-105.2,1.7
2005,4,23,8,115,36,39,26,-113.4,13.9
2005,4,23,9,339,65,153,55,-123.3,25.2
2005,4,23,10,550,83,270,71,-135.6,35.1
2005,4,23,11,712,93,369,86,-152.1,42.8
2005,4,23,12,811,97,424,89,-172,46.8
2005,4,23,13,839,98,436,90,166.4,46.2
2005,4,23,14,794,96,405,90,147.3,41.1
2005,4,23,15,679,91,329,85,132.3,32.8
2005,4,23,16,503,80,208,70,120.4,22.4
2005,4,23,17,284,59,56,51,111.2,10.8
2005,4,23,18,70,25,22,22,103.2,0
2005,4,23,19,0,0,0,0,96,0
2005,4,23,20,0,0,0,0,88.3,0
2005,4,23,21,0,0,0,0,80,0
2005,4,23,22,0,0,0,0,68.4,0
2005,4,23,23,0,0,0,0,50.3,0
2005,4,23,24,0,0,0,0,16.6,0
2005,4,24,1,0,0,0,0,-28,0
2005,4,24,2,0,0,0,0,-56.5,0
2005,4,24,3,0,0,0,0,-72.3,0
2005,4,24,4,0,0,0,0,-82.5,0
2005,4,24,5,0,0,0,0,-90.5,0
2005,4,24,6,0,0,0,0,-98.1,0
2005,4,24,7,1,1,1,1,-105.4,1.5
2005,4,24,8,113,35,36,26,-113.6,13.7
2005,4,24,9,336,64,149,54,-123.5,25
2005,4,24,10,547,82,265,69,-136.2,34.9
2005,4,24,11,709,91,363,84,-152.2,42.5
2005,4,24,12,807,95,418,87,-172.1,46.5
2005,4,24,13,835,96,430,88,166.4,45.8
2005,4,24,14,789,94,398,88,147.4,40.8
2005,4,24,15,674,89,322,84,132.4,32.5
2005,4,24,16,498,78,205,72,120.6,22.1
2005,4,24,17,280,58,49,49,111.4,10.6
2005,4,24,18,67,24,21,21,103.4,0
2005,4,24,19,0,0,0,0,96.2,0
2005,4,24,20,0,0,0,0,88.5,0
2005,4,24,21,0,0,0,0,80.2,0
2005,4,24,22,0,0,0,0,69.1,0
2005,4,24,23,0,0,0,0,51,0
2005,4,24,24,0,0,0,0,17,0
2005,4,25,1,0,0,0,0,-28.3,0
2005,4,25,2,0,0,0,0,-57.3,0
2005,4,25,3,0,0,0,0,-73,0
2005,4,25,4,0,0,0,0,-83.1,0
2005,4,25,5,0,0,0,0,-91.1,0
2005,4,25,6,0,0,0,0,-98.3,0
2005,4,25,7,1,1,1,1,-105.6,1.4
2005,4,25,8,116,30,33,23,-114.1,13.5
2005,4,25,9,343,53,144,45,-124.1,24.8
2005,4,25,10,555,68,266,64,-136.3,34.7
2005,4,25,11,718,75,358,71,-152.4,42.2
2005,4,25,12,816,78,413,74,-172.2,46.1
2005,4,25,13,844,79,425,75,166.4,45.5
2005,4,25,14,798,78,392,75,147.5,40.5
2005,4,25,15,682,74,315,71,132.5,32.2
2005,4,25,16,505,65,196,62,121.1,21.9
2005,4,25,17,284,48,42,42,111.5,10.3
2005,4,25,18,67,20,18,18,103.5,0
2005,4,25,19,0,0,0,0,96.4,0
2005,4,25,20,0,0,0,0,89.1,0
2005,4,25,21,0,0,0,0,80.4,0
2005,4,25,22,0,0,0,0,69.3,0
2005,4,25,23,0,0,0,0,51.3,0
2005,4,25,24,0,0,0,0,17.1,0
2005,4,26,1,0,0,0,0,-29.1,0
2005,4,26,2,0,0,0,0,-58,0
2005,4,26,3,0,0,0,0,-73.3,0
2005,4,26,4,0,0,0,0,-83.3,0
2005,4,26,5,0,0,0,0,-91.3,0
2005,4,26,6,0,0,0,0,-98.5,0
2005,4,26,7,1,1,1,1,-106.2,1.3
2005,4,26,8,110,33,31,23,-114.3,13.4
2005,4,26,9,331,61,141,51,-124.2,24.6
2005,4,26,10,541,78,261,72,-136.5,34.4
2005,4,26,11,703,86,352,80,-152.5,41.9
2005,4,26,12,801,90,406,83,-172.2,45.8
2005,4,26,13,828,91,417,84,166.4,45.2
2005,4,26,14,782,90,385,84,148,40.2
2005,4,26,15,666,85,308,79,133,31.9
2005,4,26,16,491,74,191,68,121.3,21.6
2005,4,26,17,272,54,47,47,112.1,10.1
2005,4,26,18,62,22,19,19,104.1,0
2005,4,26,19,0,0,0,0,96.5,0
2005,4,26,20,0,0,0,0,89.3,0
2005,4,26,21,0,0,0,0,81,0
2005,4,26,22,0,0,0,0,69.6,0
2005,4,26,23,0,0,0,0,51.5,0
2005,4,26,24,0,0,0,0,17.2,0
2005,4,27,1,0,0,0,0,-29.4,0
2005,4,27,2,0,0,0,0,-58.4,0
2005,4,27,3,0,0,0,0,-73.6,0
2005,4,27,4,0,0,0,0,-83.6,0
2005,4,27,5,0,0,0,0,-91.5,0
2005,4,27,6,0,0,0,0,-99.1,0
2005,4,27,7,1,0,0,0,-106.3,1.1
2005,4,27,8,105,34,30,24,-114.5,13.2
2005,4,27,9,323,65,137,54,-124.4,24.4
2005,4,27,10,532,83,250,70,-137.1,34.2
2005,4,27,11,692,93,346,85,-153,41.6
2005,4,27,12,789,97,399,89,-172.3,45.5
2005,4,27,13,816,98,410,90,166.5,44.8
2005,4,27,14,770,96,378,89,148.1,39.9
2005,4,27,15,655,91,302,84,133.2,31.6
2005,4,27,16,480,79,181,68,121.4,21.4
2005,4,27,17,264,58,49,49,112.2,9.9
2005,4,27,18,58,22,19,19,104.3,0
2005,4,27,19,0,0,0,0,97.1,0
2005,4,27,20,0,0,0,0,89.5,0
2005,4,27,21,0,0,0,0,81.3,0
2005,4,27,22,0,0,0,0,70.2,0
2005,4,27,23,0,0,0,0,52.2,0
2005,4,27,24,0,0,0,0,17.3,0
2005,4,28,1,0,0,0,0,-30.1,0
2005,4,28,2,0,0,0,0,-59.1,0
2005,4,28,3,0,0,0,0,-74.2,0
2005,4,28,4,0,0,0,0,-84.2,0
2005,4,28,5,0,0,0,0,-92.1,0
2005,4,28,6,0,0,0,0,-99.3,0
2005,4,28,7,1,0,0,0,-106.5,1
2005,4,28,8,101,36,29,25,-115.1,13.1
2005,4,28,9,316,68,131,53,-124.6,24.3
2005,4,28,10,522,88,245,74,-137.2,34
2005,4,28,11,682,99,340,89,-153.2,41.4
2005,4,28,12,778,104,393,93,-172.4,45.2
2005,4,28,13,805,105,404,95,166.5,44.5
2005,4,28,14,759,103,371,94,148.2,39.6
2005,4,28,15,644,97,290,83,133.3,31.4
2005,4,28,16,470,84,176,72,121.5,21.1
2005,4,28,17,256,60,54,54,112.4,9.7
2005,4,28,18,55,22,20,20,104.4,0
2005,4,28,19,0,0,0,0,97.2,0
2005,4,28,20,0,0,0,0,90,0
2005,4,28,21,0,0,0,0,81.5,0
2005,4,28,22,0,0,0,0,70.5,0
2005,4,28,23,0,0,0,0,52.5,0
2005,4,28,24,0,0,0,0,17.4,0
2005,4,29,1,0,0,0,0,-30.4,0
2005,4,29,2,0,0,0,0,-59.4,0
2005,4,29,3,0,0,0,0,-74.5,0
2005,4,29,4,0,0,0,0,-84.4,0
2005,4,29,5,0,0,0,0,-92.3,0
2005,4,29,6,0,0,0,0,-99.5,0
2005,4,29,7,0,0,0,0,-107.1,0.9
2005,4,29,8,99,36,27,25,-115.2,12.9
2005,4,29,9,311,69,127,53,-125.1,24.1
2005,4,29,10,517,89,241,74,-137.4,33.8
2005,4,29,11,676,100,335,90,-153.3,41.1
2005,4,29,12,772,105,387,94,-172.4,44.9
2005,4,29,13,798,106,398,96,166.5,44.2
2005,4,29,14,752,104,365,95,148.3,39.3
2005,4,29,15,638,98,284,83,133.4,31.1
2005,4,29,16,464,85,171,72,122.1,20.9
2005,4,29,17,250,61,54,54,112.5,9.5
2005,4,29,18,52,22,19,19,104.6,0
2005,4,29,19,0,0,0,0,97.4,0
2005,4,29,20,0,0,0,0,90.2,0
2005,4,29,21,0,0,0,0,82.1,0
2005,4,29,22,0,0,0,0,71.1,0
2005,4,29,23,0,0,0,0,53.2,0
2005,4,29,24,0,0,0,0,17.5,0
2005,4,30,1,0,0,0,0,-31.2,0
2005,4,30,2,0,0,0,0,-60.2,0
2005,4,30,3,0,0,0,0,-75.2,0
2005,4,30,4,0,0,0,0,-85,0
2005,4,30,5,0,0,0,0,-92.5,0
2005,4,30,6,0,0,0,0,-100,0
2005,4,30,7,0,0,0,0,-107.3,0.7
2005,4,30,8,100,31,23,21,-115.4,12.8
2005,4,30,9,317,59,125,49,-125.3,23.9
2005,4,30,10,524,77,242,71,-137.5,33.5
2005,4,30,11,683,86,330,79,-153.4,40.8
2005,4,30,12,779,90,382,82,-172.5,44.6
2005,4,30,13,805,91,392,84,166.5,43.9
2005,4,30,14,759,89,359,83,148.4,39
2005,4,30,15,644,84,282,78,133.5,30.8
2005,4,30,16,469,73,164,66,122.2,20.7
2005,4,30,17,254,53,45,45,113,9.2
2005,4,30,18,52,19,17,17,105.1,0
2005,4,30,19,0,0,0,0,97.6,0
2005,4,30,20,0,0,0,0,90.4,0
2005,4,30,21,0,0,0,0,82.3,0
2005,4,30,22,0,0,0,0,71.4,0
2005,4,30,23,0,0,0,0,53.4,0
2005,4,30,24,0,0,0,0,17.6,0
2005,5,1,1,0,0,0,0,-31.5,0
2005,5,1,2,0,0,0,0,-60.5,0
2005,5,1,3,0,0,0,0,-75.4,0
2005,5,1,4,0,0,0,0,-85.3,0
2005,5,1,5,0,0,0,0,-93.1,0
2005,5,1,6,0,0,0,0,-100.2,0
2005,5,1,7,0,0,0,0,-107.4,0.6
2005,5,1,8,98,31,21,21,-115.6,12.6
2005,5,1,9,313,59,121,49,-125.5,23.7
2005,5,1,10,519,77,230,64,-138.1,33.3
2005,5,1,11,678,86,324,79,-153.5,40.6
2005,5,1,12,774,90,376,83,-172.6,44.3
2005,5,1,13,799,91,386,84,166.5,43.6
2005,5,1,14,753,90,352,83,148.5,38.7
2005,5,1,15,638,84,276,78,134,30.6
2005,5,1,16,464,73,158,66,122.3,20.4
2005,5,1,17,249,53,45,45,113.2,9
2005,5,1,18,49,19,17,17,105.3,0
2005,5,1,19,0,0,0,0,98.1,0
2005,5,1,20,0,0,0,0,90.6,0
2005,5,1,21,0,0,0,0,82.5,0
2005,5,1,22,0,0,0,0,72,0
2005,5,1,23,0,0,0,0,54.1,0
2005,5,1,24,0,0,0,0,18.1,0
2005,5,2,1,0,0,0,0,-32.2,0
2005,5,2,2,0,0,0,0,-61.2,0
2005,5,2,3,0,0,0,0,-76.1,0
2005,5,2,4,0,0,0,0,-85.5,0
2005,5,2,5,0,0,0,0,-93.3,0
2005,5,2,6,0,0,0,0,-100.4,0
2005,5,2,7,0,0,0,0,-107.6,0.5
2005,5,2,8,94,31,21,21,-116.1,12.4
2005,5,2,9,307,61,118,50,-126,23.5
2005,5,2,10,512,80,226,66,-138.2,33.1
2005,5,2,11,670,90,319,82,-154.1,40.3
2005,5,2,12,765,94,370,85,-173,44
2005,5,2,13,791,95,380,87,166.6,43.3
2005,5,2,14,744,93,346,85,148.5,38.4
2005,5,2,15,630,88,270,80,134.2,30.3
2005,5,2,16,456,76,149,64,122.5,20.2
2005,5,2,17,242,54,46,46,113.3,8.8
2005,5,2,18,47,19,16,16,105.4,0
2005,5,2,19,0,0,0,0,98.3,0
2005,5,2,20,0,0,0,0,91.1,0
2005,5,2,21,0,0,0,0,83.1,0
2005,5,2,22,0,0,0,0,72.2,0
2005,5,2,23,0,0,0,0,54.4,0
2005,5,2,24,0,0,0,0,18.2,0
2005,5,3,1,0,0,0,0,-32.6,0
2005,5,3,2,0,0,0,0,-61.6,0
2005,5,3,3,0,0,0,0,-76.4,0
2005,5,3,4,0,0,0,0,-86.1,0
2005,5,3,5,0,0,0,0,-93.5,0
2005,5,3,6,0,0,0,0,-100.6,0
2005,5,3,7,0,0,0,0,-108.2,0.3
2005,5,3,8,96,27,18,18,-116.3,12.3
2005,5,3,9,313,51,112,42,-126.2,23.3
2005,5,3,10,520,66,227,62,-138.4,32.9
2005,5,3,11,679,74,313,69,-154.2,40
2005,5,3,12,775,77,364,72,-173.1,43.7
2005,5,3,13,800,78,374,73,166.6,43
2005,5,3,14,754,77,340,72,149,38.1
2005,5,3,15,638,72,262,68,134.3,30.1
2005,5,3,16,463,62,142,57,123,20
2005,5,3,17,247,45,39,39,113.5,8.6
2005,5,3,18,47,16,14,14,105.5,0
2005,5,3,19,0,0,0,0,98.4,0
2005,5,3,20,0,0,0,0,91.3,0
2005,5,3,21,0,0,0,0,83.3,0
2005,5,3,22,0,0,0,0,72.5,0
2005,5,3,23,0,0,0,0,55.1,0
2005,5,3,24,0,0,0,0,18.3,0
2005,5,4,1,0,0,0,0,-33.3,0
2005,5,4,2,0,0,0,0,-62.3,0
2005,5,4,3,0,0,0,0,-77,0
2005,5,4,4,0,0,0,0,-86.3,0
2005,5,4,5,0,0,0,0,-94.1,0
2005,5,4,6,0,0,0,0,-101.1,0
2005,5,4,7,0,0,0,0,-108.3,0.2
2005,5,4,8,94,26,17,17,-116.4,12.1
2005,5,4,9,310,50,108,41,-126.3,23.1
2005,5,4,10,517,65,222,61,-138.5,32.6
2005,5,4,11,675,73,308,68,-154.3,39.8
2005,5,4,12,771,76,359,71,-173.1,43.4
2005,5,4,13,796,77,368,72,167,42.7
2005,5,4,14,749,76,333,71,149.1,37.8
2005,5,4,15,634,71,255,67,134.4,29.8
2005,5,4,16,459,62,136,56,123.1,19.8
2005,5,4,17,243,44,39,39,114,8.4
2005,5,4,18,45,15,14,14,106.1,0
2005,5,4,19,0,0,0,0,98.6,0
2005,5,4,20,0,0,0,0,91.5,0
